datetime,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Air_Temperature_celsius,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerDay,Snowfall_millimeterPerDay,Surface_Level_Barometric_Pressure_pascal
2017-10-17 00:00:00,92.2122916666667,410.195833333333,NA,64.8510416666667,2.72333333333333,0,0,101452.580416667
2017-10-18 00:00:00,176.478125,362.502083333333,NA,41.8577083333333,2.63272727272727,0,0,101656.421666667
2017-10-19 00:00:00,122.90375,388.945833333333,NA,57.1654166666667,NA,0,0,101543.322291667
2017-10-20 00:00:00,213.075416666667,375.902083333333,NA,79.84625,NA,0,0,101718.195416667
2017-10-21 00:00:00,178.352916666667,373.397916666667,NA,80.1147916666667,NA,0,0,101751.560208333
2017-10-22 00:00:00,164.372916666667,415.20625,NA,80.4729166666667,NA,0,0,101699.455833333
2017-10-23 00:00:00,96.1377083333333,423.666666666667,NA,80.5945833333333,NA,0,0,101291.743541667
2017-10-24 00:00:00,231.503695652174,362.577083333333,NA,74.344375,NA,0,0,100984.822916667
2017-10-25 00:00:00,243.024318181818,302.508333333333,NA,69.9183333333333,NA,0,0,100883.77625
2017-10-26 00:00:00,380.070714285714,283.995833333333,NA,77.83125,NA,0,0,101241.42375
2017-10-27 00:00:00,227.69075,311.1,NA,78.2808333333333,NA,0,0,101399.742083333
2017-10-28 00:00:00,160.29,344.097916666667,NA,79.059375,NA,0,0,100847.00625
2017-10-29 00:00:00,223.098043478261,335.920833333333,NA,78.4747916666667,NA,0,0,100327.264791667
2017-10-30 00:00:00,432.887083333333,268.322916666667,NA,76.693125,NA,0,0,101240.718125
2017-10-31 00:00:00,236.924285714286,296.289583333333,NA,77.2983333333333,0.915,0,0,101609.021666667
2017-11-01 00:00:00,185.912666666667,326.445833333333,NA,77.8795833333333,0.679791666666667,0,0,101666.260208333
2017-11-02 00:00:00,184.663125,349.047916666667,NA,78.4283333333333,0.750416666666667,0,0,101587.585833333
2017-11-03 00:00:00,189.841458333333,349.741666666667,NA,78.5279166666667,0.85375,0,0,101607.915
2017-11-04 00:00:00,194.088723404255,343.139583333333,NA,78.4964583333333,0.076,0,0,101380.899166667
2017-11-05 00:00:00,118.934375,380.410416666667,NA,78.7570833333333,NA,0,0,101385.795833333
2017-11-06 00:00:00,185.105,375.914583333333,NA,79.22625,0.794285714285714,0,0,101444.864375
2017-11-07 00:00:00,187.743125,364.59375,NA,79.135625,0.476086956521739,0,0,101455.79125
2017-11-08 00:00:00,165.36125,367.514583333333,NA,79.1810416666667,0.471395348837209,0,0,101220.597708333
2017-11-09 00:00:00,120.648125,378.84375,NA,79.5091666666667,0.583541666666667,0,0,101257.465625
2017-11-10 00:00:00,74.4883333333333,375.14375,NA,78.2785416666667,2.33791666666667,0,0,101413.808333333
2017-11-11 00:00:00,124.047083333333,340.366666666667,NA,78.5360416666667,2.18833333333333,0,0,101856.377916667
2017-11-12 00:00:00,146.735625,375.20625,NA,79.4741666666667,2.13541666666667,0,0,101764.484166667
2017-11-13 00:00:00,149.809583333333,382.43125,NA,79.1383333333333,1.93333333333333,0,0,101768.4225
2017-11-14 00:00:00,107.937708333333,343.03125,NA,78.56875,2.3575,0,0,101509.751041667
2017-11-15 00:00:00,122.183541666667,317.939583333333,NA,77.8222916666667,2.46270833333333,0,0,101475.889583333
2017-11-16 00:00:00,188.086086956522,311.01875,NA,77.9804166666667,1.15729166666667,0,0,101391.944791667
2017-11-17 00:00:00,176.890208333333,318.0875,NA,78.08625,0.836875,0,0,101481.707291667
2017-11-18 00:00:00,178.42085106383,333.233333333333,NA,78.7560416666667,0.846875,0,0,101315.541666667
2017-11-19 00:00:00,91.914375,356.164583333333,NA,78.8802083333333,1.30770833333333,0,0,100876.436041667
2017-11-20 00:00:00,225.955,292.364583333333,NA,77.5714583333333,1.720625,0,0,101568.319791667
2017-11-21 00:00:00,77.06875,365.752083333333,NA,78.824375,0.749583333333333,0,0,101285.580625
2017-11-22 00:00:00,159.139375,384.86875,NA,78.9554166666667,1.24354166666667,0,0,101016.342291667
2017-11-23 00:00:00,18.18125,395.322916666667,NA,79.1302083333333,2.19333333333333,0,0,100929.885416667
2017-11-24 00:00:00,124.212083333333,377.5375,NA,78.8852083333333,2.335625,0,0,100835.581041667
2017-11-25 00:00:00,161.4875,323.58125,NA,78.8972916666667,0.617916666666667,0,0,101252.288333333
2017-11-26 00:00:00,162.04125,316.970833333333,NA,79.08125,0.595208333333333,0,0,101378.192291667
2017-11-27 00:00:00,155.488125,317.475,NA,79.0185416666667,1.01604166666667,0,0,101599.723125
2017-11-28 00:00:00,132.790212765957,339.876595744681,NA,79.6289361702128,1.24744680851064,0,0,101816.87
2017-11-29 00:00:00,154.080425531915,359.555319148936,NA,80.1295744680851,1.23892857142857,0,0,101847.185319149
2017-11-30 00:00:00,155.82652173913,338.558695652174,NA,79.8878260869565,0.75304347826087,0,0,101673.894130435
2017-12-01 00:00:00,149.495106382979,333.355319148936,NA,79.7287234042553,0.232045454545455,0.33,0,101559.405106383
2017-12-02 00:00:00,150.883913043478,349.667391304348,NA,79.9423913043478,0.687105263157895,2.23,0,101698.808478261
2017-12-03 00:00:00,123.57914893617,349.525531914894,NA,79.6646808510638,0.712093023255814,1.77,0,101603.56106383
2017-12-04 00:00:00,118.433958333333,342.579166666667,NA,79.755,1.08604166666667,1.54,0,101861.566458333
2017-12-05 00:00:00,144.070833333333,353.560416666667,NA,80.3485416666667,0.649555555555556,2.15,0,101820.198541667
2017-12-06 00:00:00,134.909791666667,371.95625,NA,80.6272916666667,1.29976744186047,2.19,0,101535.04875
2017-12-07 00:00:00,22.5833333333333,377.172916666667,NA,79.1847916666667,2.10538461538462,1.91,0,101365.991458333
2017-12-08 00:00:00,18.8997916666667,374.835416666667,NA,79.3908333333333,1.81090909090909,7.61,0,100841.703125
2017-12-09 00:00:00,75.7246808510638,335.191666666667,NA,78.86375,2.30166666666667,26.53,0,100758.081041667
2017-12-10 00:00:00,324.1892,240.552083333333,NA,77.8014583333333,1.42916666666667,1.85,0,101888.476041667
2017-12-11 00:00:00,174.170222222222,261.064583333333,NA,78.3745833333333,0.721041666666667,2.7,0,102042.868958333
2017-12-12 00:00:00,175.555813953488,293.264583333333,NA,79.284375,1.55,1.35,0,101249.954375
2017-12-13 00:00:00,305.804230769231,255.479166666667,NA,78.2483333333333,1.246875,1.36,0,101259.125416667
2017-12-14 00:00:00,148.340208333333,298.527083333333,NA,78.8014583333333,0.775833333333333,0.33,0,101219.290833333
2017-12-15 00:00:00,104.305675675676,349.581081081081,NA,79.79,0.501142857142857,1.91,0,101318.172432432
2017-12-16 00:00:00,NA,NA,NA,NA,NA,1.67,0,100000
2017-12-17 00:00:00,NA,NA,NA,NA,NA,1.8,0,100000
2017-12-18 00:00:00,NA,NA,NA,NA,NA,1.64,0,100000
2017-12-19 00:00:00,380.226666666667,413.833333333333,NA,82.2333333333333,2.6,1.9,0,101721.58
2017-12-20 00:00:00,288.3,372.34,NA,81.734,3.02473684210526,1.86,0,101350.289
2017-12-21 00:00:00,145.87875,380.147916666667,NA,81.650625,1.54041666666667,2.45,0,101310.059791667
2017-12-22 00:00:00,154.363958333333,358.077083333333,NA,81.0897916666667,0.919782608695652,2.35,0,101810.975625
2017-12-23 00:00:00,125.641875,371.877083333333,NA,81.4270833333333,1.370625,1.77,0,101812.99375
2017-12-24 00:00:00,110.364166666667,378.158333333333,NA,81.9041666666667,1.9,1.5,0,101480.255208333
2017-12-25 00:00:00,163.149574468085,308.695833333333,NA,80.3814583333333,1.94416666666667,1.97,0,101789.174583333
2017-12-26 00:00:00,172.263181818182,284.2875,NA,79.4114583333333,1.496875,0.99,0,102279.551666667
2017-12-27 00:00:00,92.2875,361.6875,NA,80.36875,1.7475,1.46,0,102080.390416667
2017-12-28 00:00:00,28.9233333333333,370.3625,NA,80.1591666666667,2.15055555555556,0.49,0,102155.883611111
2017-12-29 00:00:00,46.6952083333333,349.972916666667,NA,NA,NA,0.76,0,100000
2017-12-30 00:00:00,110.777826086957,329.620833333333,NA,NA,NA,1.21,0,100000
2017-12-31 00:00:00,138.948510638298,314.533333333333,NA,NA,NA,2.01,0,100000
2018-01-01 00:00:00,18.8202083333333,343.475,NA,NA,NA,1.64,0,100000
2018-01-02 00:00:00,60.5354166666667,317.572916666667,NA,NA,NA,0.6,0,100000
2018-01-03 00:00:00,58.1697916666667,320.602083333333,NA,NA,NA,23.43,0,100000
2018-01-04 00:00:00,272.126,228.4625,NA,NA,NA,1.78,0,100000
2018-01-05 00:00:00,-4.725,227.190909090909,NA,NA,NA,2.49,0,100000
2018-01-06 00:00:00,NA,NA,NA,NA,NA,2.35,0,100000
2018-01-07 00:00:00,NA,NA,NA,NA,NA,1.34,0,100000
2018-01-08 00:00:00,NA,NA,NA,NA,NA,2.9,0,100000
2018-01-09 00:00:00,NA,NA,NA,NA,NA,2.17,0,100000
2018-01-10 00:00:00,NA,NA,NA,NA,NA,2.64,0,100000
2018-01-11 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-12 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-13 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-14 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-15 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-16 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-17 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-18 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-19 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-20 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-21 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-22 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-23 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-24 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-25 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-26 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-27 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-28 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-29 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-30 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-01-31 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-02-01 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-02-02 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-02-03 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-02-04 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-02-05 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-02-06 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-02-07 00:00:00,NA,NA,NA,NA,NA,0,0,100000
2018-02-08 00:00:00,NA,NA,NA,NA,NA,0.12,0,100000
2018-02-09 00:00:00,NA,NA,NA,NA,NA,1.25,0,100000
2018-02-10 00:00:00,NA,NA,NA,NA,NA,0.9,0,100000
2018-02-11 00:00:00,NA,NA,NA,NA,NA,1.19,0,100000
2018-02-12 00:00:00,NA,NA,NA,NA,NA,3.79,0,100000
2018-02-13 00:00:00,NA,NA,NA,NA,NA,3.64,0,100000
2018-02-14 00:00:00,NA,NA,NA,NA,NA,0.83,0,100000
2018-02-15 00:00:00,NA,NA,NA,NA,NA,1.44,0,100000
2018-02-16 00:00:00,NA,NA,NA,NA,NA,1.04,0,100000
2018-02-17 00:00:00,NA,NA,NA,NA,NA,1,0,100000
2018-02-18 00:00:00,NA,NA,NA,NA,NA,1.88,0,100000
2018-02-19 00:00:00,NA,NA,NA,NA,NA,1.17,0,100000
2018-02-20 00:00:00,NA,NA,NA,NA,NA,1.7,0,100000
2018-02-21 00:00:00,NA,NA,NA,NA,NA,1.81,0,100000
2018-02-22 00:00:00,NA,NA,NA,NA,NA,1.6,0,100000
2018-02-23 00:00:00,NA,NA,NA,NA,NA,1.65,0,100000
2018-02-24 00:00:00,NA,NA,NA,NA,NA,1.22,0,100000
2018-02-25 00:00:00,NA,NA,NA,NA,NA,1.35,0,100000
2018-02-26 00:00:00,NA,NA,NA,NA,NA,2.34,0,100000
2018-02-27 00:00:00,NA,NA,NA,NA,NA,2.16,0,100000
2018-02-28 00:00:00,NA,NA,NA,NA,NA,1.93,0,100000
2018-03-01 00:00:00,NA,NA,23.681,76.1128571428571,NA,1.67,0,101341.395714286
2018-03-02 00:00:00,NA,NA,18.7015416666667,49.36375,NA,1.43,0,101707.680625
2018-03-03 00:00:00,NA,NA,13.80475,42.7602083333333,NA,0.66,0,101880.0475
2018-03-04 00:00:00,-4.48,259.222222222222,11.6411875,55.391875,NA,1.15,0,101904.368333333
2018-03-05 00:00:00,236.190681818182,302.552083333333,13.2418958333333,66.6597916666667,NA,1.12,0,101651.799166667
2018-03-06 00:00:00,199.12085106383,350.958333333333,17.48325,69.7283333333333,NA,1.68,0,101208.143333333
2018-03-07 00:00:00,275.893111111111,301.966666666667,15.8148541666667,48.9504166666667,NA,3.68,0,101237.567291667
2018-03-08 00:00:00,468.318518518518,263.397142857143,10.3976285714286,46.1794285714286,NA,1.27,0,101589.957428571
2018-03-09 00:00:00,375.917941176471,265.904166666667,10.3004583333333,54.26375,NA,1.38,0,101859.139583333
2018-03-10 00:00:00,225.062777777778,297.45,11.9962708333333,71.1491666666667,NA,0.73,0,101722.999791667
2018-03-11 00:00:00,189.883125,350.33125,17.3004791666667,74.0460416666667,NA,1.45,0,101150.7175
2018-03-12 00:00:00,209.902083333333,362.214583333333,18.0445416666667,73.7883333333333,NA,1.19,0,100706.107083333
2018-03-13 00:00:00,425.864516129032,263.108333333333,10.1324375,57.618125,NA,1.41,0,101597.338125
2018-03-14 00:00:00,354.141842105263,267.260416666667,10.7484791666667,58.7195833333333,NA,1.69,0,101707.025416667
2018-03-15 00:00:00,484.607142857143,258.908333333333,10.2072708333333,54.7670833333333,NA,1.34,0,101888.507916667
2018-03-16 00:00:00,360.728333333333,286.697916666667,13.1195,62.4502083333333,NA,0.9,0,101737.35875
2018-03-17 00:00:00,262.863958333333,324.64375,17.2900833333333,65.68125,NA,1.88,0,101584.143333333
2018-03-18 00:00:00,200.287708333333,364.48125,19.8892083333333,72.3683333333333,NA,2.22,0,101223.962708333
2018-03-19 00:00:00,103.2875,403.989583333333,19.6057291666667,90.5189583333333,NA,22.47,0,100833.331666667
2018-03-20 00:00:00,113.076666666667,404.69375,21.1466041666667,84.2285416666667,NA,0.55,0,100371.954791667
2018-03-21 00:00:00,292.096595744681,292.55,15.4706041666667,54.5710416666667,NA,1.05,0,100939.064583333
2018-03-22 00:00:00,428.394545454545,267.591666666667,12.1061458333333,46.7095833333333,NA,2.05,0,101956.108333333
2018-03-23 00:00:00,386.717941176471,279.341666666667,11.4591875,60.083125,NA,2.23,0,102263.100416667
2018-03-24 00:00:00,269.582391304348,309.308333333333,15.06675,64.6258333333333,NA,2.39,0,102016.683958333
2018-03-25 00:00:00,245.453333333333,342.191666666667,18.8484166666667,69.3385416666667,NA,2.25,0,101592.170833333
2018-03-26 00:00:00,66.339375,389.814583333333,15.5873958333333,91.65875,NA,1.51,0,102152.658333333
2018-03-27 00:00:00,191.600638297872,376.340425531915,18.0599361702128,80.073829787234,NA,1.26,0,102425.53787234
2018-03-28 00:00:00,204.647209302326,336.958139534884,18.242511627907,74.323488372093,NA,2.2,0,102074.81744186
2018-03-29 00:00:00,245.0675,351.491666666667,20.5622291666667,71.448125,NA,2.72,0,101710.654166667
2018-03-30 00:00:00,126.93,371.65625,19.6256666666667,86.6558333333333,NA,2.98,0,101658.767708333
2018-03-31 00:00:00,215.342083333333,371.952083333333,18.1150208333333,78.06625,NA,1.86,0,101973.716666667
2018-04-01 00:00:00,215.479375,380.3125,18.2914375,84.2972916666667,NA,1.26,0,101848.633333333
2018-04-02 00:00:00,251.468333333333,360.470833333333,20.7182708333333,78.1841666666667,NA,1.53,0,101560.650833333
2018-04-03 00:00:00,257.758958333333,371.525,22.1596875,77.0272916666667,NA,1.7,0,101499.783958333
2018-04-04 00:00:00,205.25875,376.060416666667,21.5413541666667,82.935,NA,6.19,0,101401.361041667
2018-04-05 00:00:00,366.173076923077,315.64375,17.938,61.7485416666667,NA,2.34,0,101721.988958333
2018-04-06 00:00:00,292.436041666667,336.741666666667,19.3309791666667,69.9360416666667,NA,1.55,0,101622.124791667
2018-04-07 00:00:00,174.682291666667,376.139583333333,21.3888125,79.3877083333333,NA,3.85,0,100935.799375
2018-04-08 00:00:00,98.2754166666667,395.941666666667,17.6836458333333,85.9989583333333,NA,0.8,0,100986.0475
2018-04-09 00:00:00,61.2345833333333,406.285416666667,17.7510625,90.564375,NA,91.47,0,101251.694166667
2018-04-10 00:00:00,33.6977083333333,402.408333333333,17.0739791666667,97.1370833333333,NA,39.92,0,101487.265208333
2018-04-11 00:00:00,206.361707317073,367.053658536585,15.8231707317073,78.7646341463415,NA,2.12,0,101742.486341463
2018-04-12 00:00:00,320.726666666667,328.604166666667,17.255375,71.405625,NA,2.15,0,101993.915416667
2018-04-13 00:00:00,263.96875,356.575,20.5621875,75.6739583333333,NA,2.61,0,101848.60375
2018-04-14 00:00:00,253.627083333333,367.604166666667,22.0147291666667,73.9035416666667,NA,1.88,0,101621.644166667
2018-04-15 00:00:00,112.668958333333,390.158333333333,22.7181666666667,85.915625,NA,15.47,0,101134.940625
2018-04-16 00:00:00,331.504791666667,299.25,14.5817916666667,62.7883333333333,NA,1.9,0,101443.235416667
2018-04-17 00:00:00,485.3978125,293.935416666667,15.9512291666667,55.8835416666667,NA,2.03,0,101757.512291667
2018-04-18 00:00:00,388.513,316.089583333333,19.6096875,59.8502083333333,NA,2.02,0,101676.961041667
2018-04-19 00:00:00,329.419047619048,344.45,19.8027916666667,73.2166666666667,NA,1.82,0,101619.56875
2018-04-20 00:00:00,172.864583333333,366.7875,18.8338333333333,76.781875,NA,1,0,101830.7325
2018-04-21 00:00:00,193.862291666667,392.4875,20.0881875,79.9827083333333,NA,1.41,0,102021.598541667
2018-04-22 00:00:00,142.489473684211,391.318421052632,21.5973684210526,76.9594736842105,NA,1.36,0,101970.133947368
2018-04-23 00:00:00,NA,NA,NA,NA,NA,20.88,0,100000
2018-04-24 00:00:00,NA,NA,NA,NA,NA,1.48,0,100000
2018-04-25 00:00:00,NA,NA,NA,NA,NA,1.63,0,100000
2018-04-26 00:00:00,NA,NA,NA,NA,NA,1.59,0,100000
2018-04-27 00:00:00,NA,NA,NA,NA,NA,1.63,0,100000
2018-04-28 00:00:00,NA,NA,NA,NA,NA,1.52,0,100000
2018-04-29 00:00:00,NA,NA,NA,NA,NA,1.37,0,100000
2018-04-30 00:00:00,NA,NA,NA,NA,NA,2.04,0,100000
2018-05-01 00:00:00,NA,NA,NA,NA,NA,2.47,0,100000
2018-05-02 00:00:00,NA,NA,NA,NA,NA,2.55,0,100000
2018-05-03 00:00:00,NA,NA,NA,NA,NA,1.99,0,100000
2018-05-04 00:00:00,NA,NA,27.8939333333333,46.098,NA,1.72,0,101703.579285714
2018-05-05 00:00:00,NA,NA,21.8091041666667,78.6666666666667,NA,1.13,0,101540.417708333
2018-05-06 00:00:00,NA,NA,24.0617083333333,77.0377083333333,NA,1.14,0,101209.494583333
2018-05-07 00:00:00,NA,NA,24.4253125,60.1102083333333,NA,2.07,0,101263.446875
2018-05-08 00:00:00,369.107631578947,363.105263157895,22.3601041666667,66.7797916666667,NA,2.13,0,101517.699166667
2018-05-09 00:00:00,213.94641025641,357.339024390244,21.511,76.4570731707317,NA,2.37,0,101697.244878049
2018-05-10 00:00:00,291.173333333333,367.729166666667,23.4382708333333,68.7360416666667,NA,2.31,0,101745.738541667
2018-05-11 00:00:00,299.258541666667,384.639583333333,25.720875,63.408125,NA,1.58,0,101681.201666667
2018-05-12 00:00:00,265.326875,389.554166666667,25.1908958333333,69.1154166666667,NA,1.1,0,101731.046875
2018-05-13 00:00:00,169.764,380.327083333333,22.4135833333333,79.503125,NA,1.25,0,101691.882708333
2018-05-14 00:00:00,99.6135416666667,419.81875,22.3674583333333,90.889375,NA,10.15,0,101443.254583333
