time,ensemble,siteID,oxygen,temperature
2021-05-05,ens00_5,BARCO,8.05677122296129,17.2497827449286
2021-05-06,ens00_5,BARCO,8.05336697233398,17.5286782043395
2021-05-07,ens00_5,BARCO,8.04644669510815,17.5936414770763
2021-05-08,ens00_5,BARCO,8.06493848236613,17.4214067308445
2021-05-01,ens00_6,BARCO,7.96026403243561,16.8874396527875
2021-05-02,ens00_6,BARCO,7.98799726293206,16.8672480325063
2021-05-03,ens00_6,BARCO,8.01659234205978,16.8977709235069
2021-05-04,ens00_6,BARCO,8.04435884475785,16.997699713371
2021-05-05,ens00_6,BARCO,8.05865120339292,17.2505731644971
2021-05-06,ens00_6,BARCO,8.05564126184053,17.5296755739067
2021-05-07,ens00_6,BARCO,8.04908684258974,17.5948410020792
2021-05-08,ens00_6,BARCO,8.06787816807127,17.42278586448
2021-05-01,ens00_7,BARCO,7.95954698739946,16.887493925896
2021-05-02,ens00_7,BARCO,7.98620890338447,16.8673890824559
2021-05-03,ens00_7,BARCO,8.01354556372585,16.8980206702101
2021-05-04,ens00_7,BARCO,8.04001566097056,16.9980690483308
2021-05-05,ens00_7,BARCO,8.05304555478665,17.2510687718612
2021-05-06,ens00_7,BARCO,8.04880964376285,17.5303009497043
2021-05-07,ens00_7,BARCO,8.04110450696628,17.5955931419626
2021-05-08,ens00_7,BARCO,8.05893035525802,17.4236506336155
2021-05-01,ens00_8,BARCO,7.96044617092007,16.8873866794334
2021-05-02,ens00_8,BARCO,7.98845414132102,16.8671103631967
2021-05-03,ens00_8,BARCO,8.01737457516314,16.8975271666445
2021-05-04,ens00_8,BARCO,8.04547907475528,16.9973392414758
2021-05-05,ens00_8,BARCO,8.06010311514238,17.2500894556943
2021-05-06,ens00_8,BARCO,8.05741696711316,17.5290652173895
2021-05-07,ens00_8,BARCO,8.05116804496719,17.5941069315012
2021-05-08,ens00_8,BARCO,8.07021845217587,17.4219418771235
2021-05-01,ens00_9,BARCO,7.95942359176465,16.8874823801728
2021-05-02,ens00_9,BARCO,7.98590254044068,16.8673590761317
2021-05-03,ens00_9,BARCO,8.0130256821342,16.8979675398867
2021-05-04,ens00_9,BARCO,8.03927731887231,16.9979904767408
2021-05-05,ens00_9,BARCO,8.05209582189928,17.2509633368697
2021-05-06,ens00_9,BARCO,8.04765553763393,17.5301679074576
2021-05-07,ens00_9,BARCO,8.03975941330763,17.5954331314781
2021-05-08,ens00_9,BARCO,8.05742648847994,17.4234666617667
2021-05-01,ens00_10,BARCO,7.96026575334657,16.8875141803648
2021-05-02,ens00_10,BARCO,7.98799657423926,16.867441722356
2021-05-03,ens00_10,BARCO,8.01658380678647,16.8981138768447
2021-05-04,ens00_10,BARCO,8.04433685145439,16.998206887205
2021-05-05,ens00_10,BARCO,8.05861127708625,17.2512537380515
2021-05-06,ens00_10,BARCO,8.05558068084704,17.5305343483104
2021-05-07,ens00_10,BARCO,8.04900386787149,17.5958738521097
2021-05-08,ens00_10,BARCO,8.06777114585227,17.4239733805041
2021-05-01,ens00_11,BARCO,7.96143494295229,16.8875992192594
2021-05-02,ens00_11,BARCO,7.9909010469387,16.8676627365796
2021-05-03,ens00_11,BARCO,8.02151497478291,16.8985052211124
2021-05-04,ens00_11,BARCO,8.05134339776138,16.9987856356687
2021-05-05,ens00_11,BARCO,8.06762764408182,17.252030369817
2021-05-06,ens00_11,BARCO,8.06654124008832,17.5315143452333
2021-05-07,ens00_11,BARCO,8.06178228974462,17.5970525101477
2021-05-08,ens00_11,BARCO,8.08206255105536,17.4253285547851
2021-05-01,ens00_12,BARCO,7.96201196644725,16.8875948401863
2021-05-02,ens00_12,BARCO,7.99233756634065,16.8676513552954
2021-05-03,ens00_12,BARCO,8.02395846296637,16.8984850683135
2021-05-04,ens00_12,BARCO,8.05482142163865,16.9987558319244
2021-05-05,ens00_12,BARCO,8.07211057737076,17.2519903753696
2021-05-06,ens00_12,BARCO,8.07199832882902,17.5314638777018
2021-05-07,ens00_12,BARCO,8.06815215502,17.5969918116884
2021-05-08,ens00_12,BARCO,8.08919547969965,17.4252587656876
2021-05-01,ens00_13,BARCO,7.96229316792982,16.8872138692708
2021-05-02,ens00_13,BARCO,7.99306283081125,16.8666612757805
2021-05-03,ens00_13,BARCO,8.02522947242195,16.89673204124
2021-05-04,ens00_13,BARCO,8.05668055054848,16.9961634309202
2021-05-05,ens00_13,BARCO,8.07456569421003,17.2485116993607
2021-05-06,ens00_13,BARCO,8.07504779480475,17.5270743988001
2021-05-07,ens00_13,BARCO,8.07177398907007,17.5917126294677
2021-05-08,ens00_13,BARCO,8.09332299234544,17.4191891078263
2021-05-01,ens00_14,BARCO,7.96138155569628,16.887344032713
2021-05-02,ens00_14,BARCO,7.99078516358366,16.8669995331145
2021-05-03,ens00_14,BARCO,8.0213430825726,16.8973309341019
2021-05-04,ens00_14,BARCO,8.05113247129941,16.9970490530044
2021-05-05,ens00_14,BARCO,8.06739547101332,17.2497000623722
2021-05-06,ens00_14,BARCO,8.06629967754298,17.5285738743882
2021-05-07,ens00_14,BARCO,8.06154236062241,17.5935160014884
2021-05-08,ens00_14,BARCO,8.0818422970612,17.4212624684229
2021-05-01,ens00_15,BARCO,7.96096754929233,16.8872681266767
2021-05-02,ens00_15,BARCO,7.98975975813711,16.866802273196
2021-05-03,ens00_15,BARCO,8.01960670257136,16.8969816777102
2021-05-04,ens00_15,BARCO,8.04867137415382,16.9965325810446
2021-05-05,ens00_15,BARCO,8.06423556303906,17.2490070358748
2021-05-06,ens00_15,BARCO,8.06246581367756,17.5276994102615
2021-05-07,ens00_15,BARCO,8.05708022770312,17.5924643069849
2021-05-08,ens00_15,BARCO,8.07686058379284,17.4200533165361
2021-05-01,ens00_16,BARCO,7.96115529698475,16.8876208803788
2021-05-02,ens00_16,BARCO,7.9902035566786,16.8677190344602
2021-05-03,ens00_16,BARCO,8.02032663004674,16.8986049079625
2021-05-04,ens00_16,BARCO,8.0496493458112,16.9989330619164
2021-05-05,ens00_16,BARCO,8.0654410924951,17.2522282055959
2021-05-06,ens00_16,BARCO,8.06387640415435,17.5317639874921
2021-05-07,ens00_16,BARCO,8.05866850744775,17.5973527611829
2021-05-08,ens00_16,BARCO,8.07857205937444,17.4256737742405
2021-05-01,ens00_17,BARCO,7.95985892575061,16.8874555230768
2021-05-02,ens00_17,BARCO,7.98698788730468,16.8672892773831
2021-05-03,ens00_17,BARCO,8.0148741570447,16.8978439523285
2021-05-04,ens00_17,BARCO,8.04191151891626,16.9978077106378
2021-05-05,ens00_17,BARCO,8.05549478227827,17.2507180845206
2021-05-06,ens00_17,BARCO,8.05179688635495,17.5298584388187
2021-05-07,ens00_17,BARCO,8.04459733588363,17.5950609332276
2021-05-08,ens00_17,BARCO,8.06284842165547,17.4230387285203
2021-05-01,ens00_18,BARCO,7.96022265661217,16.8874944217661
2021-05-02,ens00_18,BARCO,7.98789062384592,16.8673903711819
2021-05-03,ens00_18,BARCO,8.01640557214284,16.8980229520809
2021-05-04,ens00_18,BARCO,8.04408580788107,16.9980724228727
2021-05-05,ens00_18,BARCO,8.05829081930272,17.2510733001548
2021-05-06,ens00_18,BARCO,8.05519381458262,17.5303066636985
2021-05-07,ens00_18,BARCO,8.04855559656565,17.595600014214
2021-05-08,ens00_18,BARCO,8.06727297593312,17.4236585349847
2021-05-01,ens00_19,BARCO,7.96082982211709,16.887457128446
2021-05-02,ens00_19,BARCO,7.98940435649896,16.8672934495484
2021-05-03,ens00_19,BARCO,8.01898362013199,16.8978513396492
2021-05-04,ens00_19,BARCO,8.04775967532201,16.9978186352597
2021-05-05,ens00_19,BARCO,8.06303125722954,17.2507327441442
2021-05-06,ens00_19,BARCO,8.06096961409973,17.5298769368458
2021-05-07,ens00_19,BARCO,8.05530285711791,17.5950831807839
2021-05-08,ens00_19,BARCO,8.07483470664936,17.4230643074992
2021-05-01,ens00_20,BARCO,7.96180144958787,16.8873548053043
2021-05-02,ens00_20,BARCO,7.99182956467958,16.8670275287062
2021-05-03,ens00_20,BARCO,8.02311819918915,16.8973805020467
2021-05-04,ens00_20,BARCO,8.05365729812651,16.9971223537217
2021-05-05,ens00_20,BARCO,8.07064762954631,17.2497984216104
2021-05-06,ens00_20,BARCO,8.0702562941801,17.5286979854025
2021-05-07,ens00_20,BARCO,8.06615848181216,17.5936652673914
2021-05-08,ens00_20,BARCO,8.087008767038,17.4214340831865
2021-05-01,ens00_21,BARCO,7.96058130436349,16.8873848480477
2021-05-02,ens00_21,BARCO,7.98879061185963,16.8671056037648
2021-05-03,ens00_21,BARCO,8.01794698122368,16.8975187396792
2021-05-04,ens00_21,BARCO,8.04629393399467,16.9973267796221
2021-05-05,ens00_21,BARCO,8.06115353728737,17.2500727335179
2021-05-06,ens00_21,BARCO,8.05869577771176,17.529044116999
2021-05-07,ens00_21,BARCO,8.0526608873127,17.5940815543406
2021-05-08,ens00_21,BARCO,8.07189028274642,17.4219127002069
2021-05-01,ens00_22,BARCO,7.96171729374106,16.8874960756238
2021-05-02,ens00_22,BARCO,7.99161069408466,16.8673946694243
2021-05-03,ens00_22,BARCO,8.02273203387542,16.8980305627267
2021-05-04,ens00_22,BARCO,8.05308907460762,16.9980836778701
2021-05-05,ens00_22,BARCO,8.06989338903584,17.2510884032255
2021-05-06,ens00_22,BARCO,8.06931556529362,17.5303257214013
2021-05-07,ens00_22,BARCO,8.06503727407253,17.5956229350186
2021-05-08,ens00_22,BARCO,8.08572659830024,17.423684888178
2021-05-01,ens00_23,BARCO,7.96046025841189,16.8875015885004
2021-05-02,ens00_23,BARCO,7.98848154125885,16.8674089969647
2021-05-03,ens00_23,BARCO,8.01740982171238,16.8980559316899
2021-05-04,ens00_23,BARCO,8.04551405584962,16.9981211947761
2021-05-05,ens00_23,BARCO,8.06013033890059,17.2511387471638
2021-05-06,ens00_23,BARCO,8.0574316252792,17.5303892475798
2021-05-07,ens00_23,BARCO,8.05116623764662,17.595699338344
2021-05-08,ens00_23,BARCO,8.07019465807924,17.4237727329417
2021-05-01,ens00_24,BARCO,7.96002911361264,16.8872495368063
2021-05-02,ens00_24,BARCO,7.98742523331773,16.8667539638295
2021-05-03,ens00_24,BARCO,8.0156382947928,16.8968961453238
2021-05-04,ens00_24,BARCO,8.04302621144326,16.9964060993713
2021-05-05,ens00_24,BARCO,8.05696333481442,17.2488373184211
2021-05-06,ens00_24,BARCO,8.05361744973294,17.5274852615903
2021-05-07,ens00_24,BARCO,8.04675607832558,17.5922067578671
2021-05-08,ens00_24,BARCO,8.06530449633748,17.4197572097987
2021-05-01,ens00_25,BARCO,7.96097118540029,16.8875031636375
2021-05-02,ens00_25,BARCO,7.98975314363373,16.8674130906295
2021-05-03,ens00_25,BARCO,8.01957224699691,16.8980631801179
2021-05-04,ens00_25,BARCO,8.04859129703997,16.998131914128
2021-05-05,ens00_25,BARCO,8.06409584320306,17.2511531314732
2021-05-06,ens00_25,BARCO,8.06225796822224,17.5304073983394
2021-05-07,ens00_25,BARCO,8.05679895855573,17.5957211683852
2021-05-08,ens00_25,BARCO,8.07650111209687,17.4237978320562
2021-05-01,ens00_26,BARCO,7.96027325035136,16.8874269415232
2021-05-02,ens00_26,BARCO,7.98802105445274,16.8672149977101
2021-05-03,ens00_26,BARCO,8.01663405955401,16.8977124318373
2021-05-04,ens00_26,BARCO,8.04441989414583,16.997613214415
2021-05-05,ens00_26,BARCO,8.05873185529909,17.250457093095
2021-05-06,ens00_26,BARCO,8.05574147092844,17.5295291114806
2021-05-07,ens00_26,BARCO,8.04920589224356,17.5946648524632
2021-05-08,ens00_26,BARCO,8.06801387161289,17.4225833383263
2021-05-01,ens00_27,BARCO,7.96129350961991,16.8874619272619
2021-05-02,ens00_27,BARCO,7.99055816229386,16.8673059211196
2021-05-03,ens00_27,BARCO,8.02094539177187,16.8978734220879
2021-05-04,ens00_27,BARCO,8.05055093023724,16.9978512915511
2021-05-05,ens00_27,BARCO,8.0666276997038,17.2507765652722
2021-05-06,ens00_27,BARCO,8.06534623605829,17.5299322319101
2021-05-07,ens00_27,BARCO,8.06041016341364,17.5951496841253
2021-05-08,ens00_27,BARCO,8.08055226492657,17.4231407693073
2021-05-01,ens00_28,BARCO,7.96117508028331,16.8874455874363
2021-05-02,ens00_28,BARCO,7.99026447851533,16.8672634558806
2021-05-03,ens00_28,BARCO,8.02044754501159,16.8977982323324
2021-05-04,ens00_28,BARCO,8.04984457932908,16.9977400984492
2021-05-05,ens00_28,BARCO,8.06571993964769,17.2506273566145
2021-05-06,ens00_28,BARCO,8.06424398705178,17.5297439552708
2021-05-07,ens00_28,BARCO,8.05912638281877,17.5949232441077
2021-05-08,ens00_28,BARCO,8.07911795936997,17.4228804215107
2021-05-01,ens00_29,BARCO,7.96006583479246,16.887413925487
2021-05-02,ens00_29,BARCO,7.9875056629862,16.8671811710146
2021-05-03,ens00_29,BARCO,8.0157588345287,16.8976525382599
2021-05-04,ens00_29,BARCO,8.04317604052135,16.9975246425807
2021-05-05,ens00_29,BARCO,8.0571308803557,17.2503382404465
2021-05-06,ens00_29,BARCO,8.05379494491698,17.5293791399017
2021-05-07,ens00_29,BARCO,8.04693618174795,17.5944844827376
2021-05-08,ens00_29,BARCO,8.06547502221325,17.4223759605401
2021-05-01,ens00_30,BARCO,7.96011708963966,16.8875798858116
2021-05-02,ens00_30,BARCO,7.98762216263837,16.8676124887645
2021-05-03,ens00_30,BARCO,8.01594056096936,16.8984162476908
2021-05-04,ens00_30,BARCO,8.04341273602091,16.9986540541482
2021-05-05,ens00_30,BARCO,8.05741012422079,17.2518537972991
2021-05-06,ens00_30,BARCO,8.05410813534986,17.5312915350924
2021-05-07,ens00_30,BARCO,8.04727439518455,17.5967845315591
2021-05-08,ens00_30,BARCO,8.0658222716389,17.4250204421341
2021-05-01,ens00_31,BARCO,7.96031286489068,16.8874581332048
2021-05-02,ens00_31,BARCO,7.98811757479056,16.8672960607991
2021-05-03,ens00_31,BARCO,8.01679512709132,16.8978559631845
2021-05-04,ens00_31,BARCO,8.04464499609528,16.9978254727038
2021-05-05,ens00_31,BARCO,8.05901710462119,17.2507419192338
2021-05-06,ens00_31,BARCO,8.05608364509133,17.529888514298
2021-05-07,ens00_31,BARCO,8.04960012017751,17.5950971049751
2021-05-08,ens00_31,BARCO,8.06844936583955,17.423080316748
2021-05-01,ens00_32,BARCO,7.96164649805769,16.8873585709549
2021-05-02,ens00_32,BARCO,7.99144363855932,16.8670373148287
2021-05-03,ens00_32,BARCO,8.02246149532703,16.8973978290267
2021-05-04,ens00_32,BARCO,8.05272221573336,16.9971479767828
2021-05-05,ens00_32,BARCO,8.06944197121208,17.2498328042004
2021-05-06,ens00_32,BARCO,8.06878822797499,17.528741369869
2021-05-07,ens00_32,BARCO,8.0644444348824,17.5937174450995
2021-05-08,ens00_32,BARCO,8.08508889360024,17.4214940732745
2021-05-01,ens00_33,BARCO,7.96246544040229,16.8873858413489
2021-05-02,ens00_33,BARCO,7.99348017786612,16.8671081851701
2021-05-03,ens00_33,BARCO,8.02592228468292,16.8975233102689
2021-05-04,ens00_33,BARCO,8.05764382307051,16.9973335386406
2021-05-05,ens00_33,BARCO,8.07578038135751,17.2500818032352
2021-05-06,ens00_33,BARCO,8.0764986092559,17.5290555613564
2021-05-07,ens00_33,BARCO,8.07343898001281,17.594095318317
2021-05-08,ens00_33,BARCO,8.09515460167489,17.4219285250808
2021-05-01,ens00_34,BARCO,7.95972015315885,16.8873961708205
2021-05-02,ens00_34,BARCO,7.98664644261108,16.8671350296023
2021-05-03,ens00_34,BARCO,8.01429933891253,16.8975708406176
2021-05-04,ens00_34,BARCO,8.04110131084242,16.9974038269406
2021-05-05,ens00_34,BARCO,8.05445986286522,17.2501761210341
2021-05-06,ens00_34,BARCO,8.05054678401851,17.5291745736195
2021-05-07,ens00_34,BARCO,8.04314807139224,17.594238452899
2021-05-08,ens00_34,BARCO,8.06123696999058,17.4220930915213
2021-05-01,ens00_35,BARCO,7.9614097083346,16.8875858098017
2021-05-02,ens00_35,BARCO,7.99083913053659,16.8676278852332
2021-05-03,ens00_35,BARCO,8.02141099863691,16.8984435100443
2021-05-04,ens00_35,BARCO,8.05119719547935,16.998694371982
2021-05-05,ens00_35,BARCO,8.06744131212841,17.25190790073
2021-05-06,ens00_35,BARCO,8.06631660301994,17.5313598060798
2021-05-07,ens00_35,BARCO,8.06152231624054,17.5968666424778
2021-05-08,ens00_35,BARCO,8.08177401154387,17.4251148503773
2021-05-01,ens00_36,BARCO,7.96144680529822,16.8875376740208
2021-05-02,ens00_36,BARCO,7.99093467228096,16.8675027811612
2021-05-03,ens00_36,BARCO,8.02157823558914,16.8982219911031
2021-05-04,ens00_36,BARCO,8.0514415560647,16.9983667731729
2021-05-05,ens00_36,BARCO,8.06776370926781,17.251468290227
2021-05-06,ens00_36,BARCO,8.06671674691868,17.5308050807819
2021-05-07,ens00_36,BARCO,8.06199726160785,17.5961994649741
2021-05-08,ens00_36,BARCO,8.08231491854332,17.4243477555645
2021-05-01,ens00_37,BARCO,7.96099174406968,16.8873612092975
2021-05-02,ens00_37,BARCO,7.98981377551971,16.8670441713262
2021-05-03,ens00_37,BARCO,8.019689378256,16.897409968923
2021-05-04,ens00_37,BARCO,8.04877674108717,16.9971659292226
2021-05-05,ens00_37,BARCO,8.0643568905722,17.2498568938976
2021-05-06,ens00_37,BARCO,8.0625985236224,17.5287717666249
2021-05-07,ens00_37,BARCO,8.05721979811501,17.5937540027411
2021-05-08,ens00_37,BARCO,8.07699921658359,17.4215361045798
2021-05-01,ens00_38,BARCO,7.96065992353357,16.8874395582918
2021-05-02,ens00_38,BARCO,7.98898264779273,16.8672477869245
2021-05-03,ens00_38,BARCO,8.01826816729926,16.8977704886771
2021-05-04,ens00_38,BARCO,8.04674380196958,16.9976990703326
2021-05-05,ens00_38,BARCO,8.06172479605224,17.2505723016144
2021-05-06,ens00_38,BARCO,8.05938228598954,17.5296744850939
2021-05-07,ens00_38,BARCO,8.05345312767469,17.5948396925683
2021-05-08,ens00_38,BARCO,8.07276696017619,17.4227843588824
2021-05-01,ens00_39,BARCO,7.96093070678236,16.8874880488616
2021-05-02,ens00_39,BARCO,7.98965339903067,16.8673738085419
2021-05-03,ens00_39,BARCO,8.01940410652635,16.8979936256215
2021-05-04,ens00_39,BARCO,8.04835400493233,16.9980290535074
2021-05-05,ens00_39,BARCO,8.06379238548261,17.2510151028912
2021-05-06,ens00_39,BARCO,8.06189104629546,17.5302332279407
2021-05-07,ens00_39,BARCO,8.05637320033568,17.5955116926722
2021-05-08,ens00_39,BARCO,8.07602727104899,17.4235569873594
2021-05-01,ens00_40,BARCO,7.96022819655727,16.8873057886638
2021-05-02,ens00_40,BARCO,7.98791699757408,16.8669001461525
2021-05-03,ens00_40,BARCO,8.01646906329817,16.897154964591
2021-05-04,ens00_40,BARCO,8.04420108482539,16.9967888322374
2021-05-05,ens00_40,BARCO,8.05846869453184,17.2493508845006
2021-05-06,ens00_40,BARCO,8.05544064620008,17.5281332787642
2021-05-07,ens00_40,BARCO,8.04887473141433,17.5929861075511
2021-05-08,ens00_40,BARCO,8.06766602947623,17.4206532382385
2021-05-01,ens00_41,BARCO,7.96044252685247,16.8873442653785
2021-05-02,ens00_41,BARCO,7.98844790000112,16.8670001377596
2021-05-03,ens00_41,BARCO,8.01736815052482,16.8973320046621
2021-05-04,ens00_41,BARCO,8.04547553412121,16.9970506361389
2021-05-05,ens00_41,BARCO,8.0601051429629,17.2497021867133
2021-05-06,ens00_41,BARCO,8.05742625468081,17.5285765549083
2021-05-07,ens00_41,BARCO,8.05118586593356,17.5935192252954
2021-05-08,ens00_41,BARCO,8.07024644044946,17.421266174912
2021-05-01,ens00_42,BARCO,7.96047156993791,16.8875034194681
2021-05-02,ens00_42,BARCO,7.98850957375071,16.8674137555146
2021-05-03,ens00_42,BARCO,8.01745731495061,16.8980643573938
2021-05-04,ens00_42,BARCO,8.04558140382109,16.9981336551452
2021-05-05,ens00_42,BARCO,8.06021684803845,17.2511554677463
2021-05-06,ens00_42,BARCO,8.0575366250621,17.5304103463529
2021-05-07,ens00_42,BARCO,8.05128848485326,17.5957247139815
2021-05-08,ens00_42,BARCO,8.07033118690091,17.42380190861
2021-05-01,ens00_43,BARCO,7.95987205771072,16.8873691792622
2021-05-02,ens00_43,BARCO,7.98702633619758,16.8670648836293
2021-05-03,ens00_43,BARCO,8.01494808025732,16.8974466415268
2021-05-04,ens00_43,BARCO,8.04202813060896,16.997220160627
2021-05-05,ens00_43,BARCO,8.05565848246111,17.2499296650381
2021-05-06,ens00_43,BARCO,8.05201001843304,17.5288635904637
2021-05-07,ens00_43,BARCO,8.04486030214704,17.5938644377343
2021-05-08,ens00_43,BARCO,8.06315920589243,17.4216630747654
2021-05-01,ens00_44,BARCO,7.96019179321886,16.8876852378527
2021-05-02,ens00_44,BARCO,7.98780107209713,16.8678863040592
2021-05-03,ens00_44,BARCO,8.01623441614639,16.8989010967043
2021-05-04,ens00_44,BARCO,8.043817013768,16.9993710984903
2021-05-05,ens00_44,BARCO,8.05791475451823,17.252816025394
2021-05-06,ens00_44,BARCO,8.05470539867752,17.5325057424565
2021-05-07,ens00_44,BARCO,8.04795413402577,17.5982448940336
2021-05-08,ens00_44,BARCO,8.06656338884898,17.426699527815
2021-05-01,ens00_45,BARCO,7.96110389340921,16.8871756915515
2021-05-02,ens00_45,BARCO,7.99010527750393,16.8665620659484
2021-05-03,ens00_45,BARCO,8.02020343938068,16.8965563923276
2021-05-04,ens00_45,BARCO,8.0495328221968,16.9959036930971
2021-05-05,ens00_45,BARCO,8.06536010097084,17.2481631787834
2021-05-06,ens00_45,BARCO,8.06384939582686,17.5266346417077
2021-05-07,ens00_45,BARCO,8.0587102619215,17.5911837538182
2021-05-08,ens00_45,BARCO,8.07870319529148,17.4185810600778
2021-05-01,ens00_46,BARCO,7.96070564521426,16.8872248549535
2021-05-02,ens00_46,BARCO,7.98911076400616,16.8666898237824
2021-05-03,ens00_46,BARCO,8.01850725394366,16.8967825852539
2021-05-04,ens00_46,BARCO,8.0471124142858,16.9962381724968
2021-05-05,ens00_46,BARCO,8.0622332003164,17.2486119893677
2021-05-06,ens00_46,BARCO,8.06003560471231,17.5272009434523
2021-05-07,ens00_46,BARCO,8.05425097419221,17.5918648194396
2021-05-08,ens00_46,BARCO,8.0737009601257,17.4193640811039
2021-05-01,ens00_47,BARCO,7.96089114270977,16.8874349514826
2021-05-02,ens00_47,BARCO,7.98955846267715,16.8672358144552
2021-05-03,ens00_47,BARCO,8.01924789414574,16.8977492901033
2021-05-04,ens00_47,BARCO,8.04813870522823,16.9976677213146
2021-05-05,ens00_47,BARCO,8.06352317267653,17.2505302348937
2021-05-06,ens00_47,BARCO,8.06157191238403,17.5296214039925
2021-05-07,ens00_47,BARCO,8.05600946933161,17.5947758521614
2021-05-08,ens00_47,BARCO,8.07563007815735,17.4227109590083
2021-05-01,ens00_48,BARCO,7.96023508846302,16.88733782261
2021-05-02,ens00_48,BARCO,7.98793201449464,16.8669833944751
2021-05-03,ens00_48,BARCO,8.01649143716454,16.8973023597064
2021-05-04,ens00_48,BARCO,8.04422869456656,16.9970067974894
2021-05-05,ens00_48,BARCO,8.05849929855432,17.2496433615209
2021-05-06,ens00_48,BARCO,8.0554727452788,17.528502328586
2021-05-07,ens00_48,BARCO,8.04890692288637,17.5934299548477
2021-05-08,ens00_48,BARCO,8.06769600619583,17.4211635385595
2021-05-01,ens00_49,BARCO,7.96134293039322,16.8875407495357
2021-05-02,ens00_49,BARCO,7.99067592036501,16.8675107743056
2021-05-03,ens00_49,BARCO,8.02113787904126,16.8982361442851
2021-05-04,ens00_49,BARCO,8.05081445754921,16.9983877038356
2021-05-05,ens00_49,BARCO,8.06695506729768,17.2514963773158
2021-05-06,ens00_49,BARCO,8.06573201725071,17.5308405225252
2021-05-07,ens00_49,BARCO,8.06084744558167,17.5962420912217
2021-05-08,ens00_49,BARCO,8.08102692878268,17.4243967654075
2021-05-01,ens00_50,BARCO,7.9604171524767,16.8873662552134
2021-05-02,ens00_50,BARCO,7.98838327638571,16.8670572846193
2021-05-03,ens00_50,BARCO,8.01725607496436,16.8974331869295
2021-05-04,ens00_50,BARCO,8.04531312962078,16.9972002639708
2021-05-05,ens00_50,BARCO,8.05989242964318,17.2499029664282
2021-05-06,ens00_50,BARCO,8.05716381620617,17.5288299016989
2021-05-07,ens00_50,BARCO,8.05087594619491,17.5938239208064
2021-05-08,ens00_50,BARCO,8.06989526841634,17.4216164913082
2021-05-01,ens00_51,BARCO,7.96014061506966,16.8874510434149
2021-05-02,ens00_51,BARCO,7.98768931532215,16.8672776352835
2021-05-03,ens00_51,BARCO,8.01606749874683,16.8978233386097
2021-05-04,ens00_51,BARCO,8.04361041096068,16.9977772263911
2021-05-05,ens00_51,BARCO,8.05768490028482,17.2506771780883
2021-05-06,ens00_51,BARCO,8.05446329880442,17.5298068216731
2021-05-07,ens00_51,BARCO,8.0477101290125,17.5949988533722
2021-05-08,ens00_51,BARCO,8.06633455330195,17.4229673526538
2021-05-01,ens00_52,BARCO,7.96079905181577,16.8872976586007
2021-05-02,ens00_52,BARCO,7.98933839951685,16.8668790182805
2021-05-03,ens00_52,BARCO,8.01888719665698,16.8971175569182
