datetime	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Air_Temperature_celsius	Dewpoint_Air_Temperature_Celsius	Ten_Meter_Elevation_Wind_Speed_meterPerSecond
135	NA	NA	NA	NA
136	NA	NA	NA	NA
137	NA	NA	NA	NA
138	NA	NA	NA	NA
139	NA	NA	NA	NA
140	NA	NA	NA	NA
141	NA	NA	NA	NA
142	NA	NA	NA	NA
143	NA	NA	NA	NA
144	NA	NA	NA	NA
145	NA	NA	NA	NA
146	NA	NA	NA	NA
147	NA	NA	NA	NA
148	NA	NA	NA	NA
149	NA	NA	NA	NA
150	NA	NA	NA	NA
151	NA	NA	NA	NA
152	NA	NA	NA	NA
153	NA	NA	NA	NA
154	NA	NA	NA	NA
155	NA	NA	NA	NA
156	NA	NA	NA	NA
157	NA	NA	NA	NA
158	NA	NA	NA	NA
159	NA	NA	NA	NA
160	NA	NA	NA	NA
161	NA	NA	NA	NA
162	NA	NA	NA	NA
163	NA	NA	NA	NA
164	NA	NA	NA	NA
165	NA	NA	NA	NA
166	NA	NA	NA	NA
167	NA	NA	NA	NA
168	NA	NA	NA	NA
169	NA	NA	NA	NA
170	NA	NA	NA	NA
171	NA	NA	NA	NA
172	NA	NA	NA	NA
173	NA	NA	NA	NA
174	NA	NA	NA	NA
175	NA	NA	NA	NA
176	NA	NA	NA	NA
177	NA	NA	NA	NA
178	NA	NA	NA	NA
179	NA	NA	NA	NA
180	NA	NA	NA	NA
181	NA	NA	NA	NA
182	NA	NA	NA	NA
183	NA	NA	NA	NA
184	NA	NA	NA	NA
185	NA	NA	NA	NA
186	NA	NA	NA	NA
187	NA	23.681	18.903571428	NA
188	NA	18.70154167	8.574291670000001	NA
189	NA	13.80475	2.3567916659999995	NA
190	-7.741440000000001	11.6411875	2.7195624999999986	NA
191	408.13749815040006	13.24189583	6.573854164000002	NA
192	344.0808307008	17.48325	11.428916666000001	NA
193	476.7432959808	15.81485417	5.6049375040000005	NA
194	809.2543999679999	10.39762857	-0.3664857159999997	NA
195	649.5862023935999	10.30045833	1.15320833	NA
196	388.90848003840006	11.99627083	6.2261041640000006	NA
197	328.11804000000006	17.30047917	12.109687503999998	NA
198	362.71079994240006	18.04454167	12.802208336000001	NA
199	735.8938838208	10.1324375	1.656062499999999	NA
200	611.9571031488001	10.74847917	2.492395836	NA
201	837.4011429312001	10.20727083	1.1606874959999995	NA
202	623.3385599424	13.1195	5.609541666000001	NA
203	454.22891994240007	17.29008333	10.426333330000002	NA
204	346.0971599424	19.88920833	14.362874995999999	NA
205	178.4808	19.60572917	17.709520836	NA
206	195.39648005760006	21.14660417	17.992312504	NA
207	504.74291736960004	15.47060417	6.384812503999999	NA
208	740.2657746240001	12.106145830000001	1.4480624960000004	NA
209	668.2486023936001	11.4591875	3.475812500000001	NA
210	465.83837216640006	15.06675	7.991916666000002	NA
211	424.1433599424	18.84841667	12.716125003999998	NA
212	114.63444000000003	15.58739583	13.91914583	NA
213	331.08590298240006	18.05993617	14.074702128000002	NA
214	353.63037767040004	18.24251163	13.107209304000001	NA
215	423.47664000000003	20.56222917	14.85185417	NA
216	219.33504000000002	19.62566667	16.956833336	NA
217	372.1111199424	18.11502083	13.728270829999998	NA
218	372.34836000000007	18.2914375	15.150895834000002	NA
219	434.5372799424	20.71827083	16.355104164	NA
220	445.4074799424001	22.1596875	17.565145834	NA
221	354.68712	21.54135417	18.12835417	NA
222	632.7470768832001	17.938	10.287708334	NA
223	505.3294800576	19.33097917	13.318187503999997	NA
224	301.8510000576	21.3888125	17.266354166	NA
225	169.81992000576003	17.68364583	14.883437495999999	NA
226	105.81335999424002	17.7510625	15.863937499999999	NA
227	58.22963999424	17.07397917	16.501395836	NA
228	356.5930302144001	15.82317073	11.576097560000001	NA
229	554.2156800576	17.255375	11.5365	NA
230	456.138	20.5621875	15.696979166000002	NA
231	438.2675999424001	22.01472917	16.795437504	NA
232	194.69195994240002	22.71816667	19.90129167	NA
233	572.8402800576	14.58179167	7.139458336	NA
234	838.7674199999999	15.95122917	7.127937504	NA
235	671.350464	19.6096875	11.579729166	NA
236	569.2361142528	19.80279167	14.446125004	NA
237	298.70999994240003	18.83383333	14.19020833	NA
238	334.99404005760005	20.0881875	16.084729166	NA
239	246.2218105536	21.59736842	16.989263156	NA
240	NA	NA	NA	NA
241	NA	NA	NA	NA
242	NA	NA	NA	NA
243	NA	NA	NA	NA
244	NA	NA	NA	NA
245	NA	NA	NA	NA
246	NA	NA	NA	NA
247	NA	NA	NA	NA
248	NA	NA	NA	NA
249	NA	NA	NA	NA
250	NA	NA	NA	NA
251	NA	27.89393333	17.11353333	NA
252	NA	21.80910417	17.542437504	NA
253	NA	24.06170833	19.469249996	NA
254	NA	24.4253125	16.447354166	NA
255	637.8179874048001	22.36010417	15.716062503999998	NA
256	369.69939699840006	21.511	16.802414634	NA
257	503.1475199424001	23.43827083	17.185479164	NA
258	517.1187600576001	25.720875	18.4025	NA
259	458.48484	25.19089583	19.013979164	NA
260	293.35219200000006	22.41358333	18.31420833	NA
261	172.13220000576	22.36745833	20.545333330000002	NA
262	172.62144000576004	22.28066667	21.043875004	NA
263	321.0541199424	22.3348125	20.328645834000003	NA
264	236.91312	23.25460417	21.59697917	NA
265	352.2427200576	23.22689583	20.899062496000003	NA
266	336.22632005760005	23.97166667	20.988958336	NA
267	123.68735999424003	22.52045833	20.304541664	NA
268	205.006705056	23.06627907	21.481860466	NA
269	351.6804	23.9855625	21.3144375	NA
270	566.65332	24.79958333	20.236041664	1.34
271	381.14606298240005	25.61678723	21.154999996	0.723103448
272	503.4560400000001	25.59029167	21.652750003999998	NA
273	357.54804000000007	25.00764583	21.022895830000003	NA
274	162.85104	24.21339583	21.918104164	NA
275	362.4040799424	25.459375	22.704625	NA
276	323.7912000576	24.73583333	22.512416664	NA
277	101.21940000576001	23.47535417	22.768520835999997	NA
278	369.6501600576001	24.9884375	22.459395834	NA
279	531.3056400576	26.0930625	22.663354165999998	NA
280	480.95748000000003	26.18954167	22.827208336	NA
281	353.73132000000004	26.0365625	22.983979166	NA
282	432.38232000000005	27.07585417	24.585312504	NA
283	537.0991200000001	27.02133333	21.800458329999998	NA
284	138.38328000576	23.24979167	20.89729167	NA
285	369.4978285632	24.3662619	21.233071424000002	1.626923077
286	426.5161199424	24.36825	20.508875	1.15625
287	538.16832	25.04422917	21.114145836000002	1.365208333
288	381.8790000576	24.61545833	21.295041664	1.206875
289	434.64168000000006	24.96804167	22.137583336000002	1.037291667
290	319.40136	24.39564583	22.225937496	0.972708333
291	493.7058	25.95552083	22.217562496	0.979375
292	465.0498000576	26.44958333	22.439124995999997	1.153958333
293	463.35672000000005	27.12977083	22.864687496	1.062708333
294	406.0699200576001	26.11058333	22.604041664	0.5884
295	449.5103999424	26.22658333	22.728624996	1.708846154
296	374.6052000576001	26.95475	23.370833334	0.344230769
297	467.75664	26.12647917	23.131270836	1.8
298	437.48114083200005	26.25521739	24.033347823999996	0.857368421
299	494.1917364096	27.00591176	24.61508823	1.992307692
300	565.19964	28.5723125	24.146979165999998	1.765416667
301	718.1769600576	29.78652778	23.47452778	1.821111111
302	466.97796000000005	28.292125	23.996374999999997	1.283333333
303	556.7162400000001	27.29570833	23.089374995999997	1.010208333
304	419.85828005760004	27.50575	23.428583334	1.354375
305	441.62604000000005	26.3860625	23.101145834	1.085
306	559.4374712448	27.73031707	23.706804874000003	1.900243902
307	421.83107994240004	25.60516667	22.906333336	1.067391304
308	346.4881199424001	25.55616667	23.592500003999998	NA
309	462.54744005760006	25.94454167	23.183541669999997	2.013333333
310	510.67548005760005	27.0433125	23.633270833999998	0.464827586
311	365.60808000000003	26.48570833	23.794833330000003	NA
312	320.31072000000006	25.37695833	23.342999996000003	NA
313	366.89795994240006	25.28047917	22.698437503999997	1.572727273
314	449.9600400576001	25.92872917	22.870937504	0.991041667
315	404.05680005759996	25.0241875	21.905479166000003	1.1825
316	389.92139994240006	26.21789583	22.55939583	1.016875
317	433.88964005760005	26.29135417	23.205145836000003	1.320833333
318	504.0125999424	27.08466667	23.522583336	0.934375
319	522.6371999424001	28.18216667	22.956708336	0.803958333
320	526.1176800000001	27.95572917	22.435020836	1.075
321	508.82364000000007	27.97458333	23.893749996000004	0.985555556
322	383.26356005760005	27.49277083	24.472354164000002	0.931666667
323	296.8383599424	26.66470833	23.922416664	0.6875
324	440.2335600576	27.3671875	24.4508125	NA
325	178.29323994240005	25.92102083	23.784479164	1.266
326	85.4694981792	26.24272727	24.519696966	1.246969697
327	96.92299636416001	26.22084848	24.431999996000002	1.095454545
328	243.5219999424	26.065875	24.351833334	NA
329	348.5847600576	26.0219375	23.960604166	NA
330	153.65030400000003	23.43305	22.10275	NA
331	403.06276166400005	24.8315	22.207041666	NA
332	NA	24.884625	22.867208334	NA
333	NA	26.751	23.939291666000003	NA
334	NA	26.52766667	24.55604167	NA
335	753.36102	27.86702083	23.991229164	NA
336	514.0555199424	27.50629167	23.266125004000003	NA
337	433.01339994240004	26.71322917	23.012270836000003	NA
338	282.33252000000005	25.349	23.396833334	NA
339	57.707100000000004	24.76425	23.622062500000002	1.49
340	426.49848	26.95427083	23.839562496	1.642083333
341	411.94151994239996	26.47897917	23.366979169999997	1.827291667
342	528.4807200000001	26.62866667	23.090583336	1.607291667
343	533.2816799423999	28.02133333	23.15670833	1.245416667
344	524.9034000576	27.8681875	23.390604166000003	1.507291667
345	500.4932400576	27.80775	23.026208333999996	1.202291667
346	505.91015994240007	27.85066667	23.035458335999998	0.904375
347	484.8494400576002	28.87522917	23.892437504	1.692291667
348	372.74064001920004	27.27358333	23.872749996	1.140555556
349	NA	27.2385	23.124249999999996	NA
350	592.033536	27.38410417	23.458104170000002	NA
351	344.66436005760005	26.631	23.645625000000003	NA
352	393.56496000000004	26.61339583	23.314687496	NA
353	382.94459994240003	26.594625	23.559375000000003	1.470217391
354	419.89536000000004	26.49945833	23.03920833	1.213125
355	365.71932000000004	26.08064583	22.783729164	0.948958333
356	294.51527994240007	25.76875	23.553791666000002	0.931875
357	467.4452400576	26.97466667	23.708458336	0.854583333
358	465.5354399424001	27.4676875	23.879395834	0.932708333
359	404.1756000576001	25.81647917	23.148937504000003	1.206458333
360	358.5682800576	25.98839583	23.633770830000003	0.9825
361	440.80956000000003	26.88795833	24.02708333	1.634166667
362	510.3367200000001	27.88254167	23.718875003999997	0.847105263
363	245.32559994240003	26.57654167	24.128208336	1.239777778
364	430.28423994240006	26.819125	23.91825	0.789583333
365	341.22851994240006	26.27504167	23.61054167	0.902916667
366	402.11316	27.33120833	23.689749996	1.148958333
367	338.7175199424	26.6568125	23.406145834	1.284166667
368	309.27808005120005	25.17811111	22.875444444	1.219259259
369	205.04412005760003	24.18183333	22.85658333	1.0275
370	378.06299994240004	26.53633333	23.438624996	1.374375
371	410.97491994240005	27.66189583	23.74977083	1.595208333
372	319.71059994240005	26.50572917	23.52060417	1.426458333
373	215.78651994240002	25.86591667	23.751750004	1.465833333
374	380.3346000576	26.22652083	23.558979164	1.8425
375	429.8936400576	27.3350625	23.925479166	1.4325
376	431.02511994240007	27.15995833	23.62945833	1.5925
377	333.27288000000004	26.5903125	23.480270834	1.230833333
378	345.5852399424	25.6200625	23.135895834	0.77625
379	432.66096000000005	26.07316667	23.033750003999998	0.63375
380	415.99259994240003	26.3855	23.261166666	0.781875
381	374.4010800576	26.65922917	23.277395836	0.762708333
382	374.48352	27.944	24.078125	1.327083333
383	345.9834	27.4445	24.203666666	0.950208333
384	413.8671599424	27.61208333	23.960874996	0.981041667
385	442.5487199424	29.18989583	24.574937496000004	1.667708333
386	353.85552000000007	29.22666667	25.61604167	1.828125
387	403.60320005760013	28.63464583	24.836770830000003	1.251666667
388	434.21543994240005	28.11841667	24.136166669999998	1.020869565
389	409.30920000000003	27.61589583	23.833812496	1.0625
390	366.45048	27.28266667	23.72691667	1.417083333
391	388.14732005760004	27.51841667	22.791666669999998	1.412291667
392	352.83168	26.23870833	22.564624996000003	1.3875
393	376.19424000000004	26.69504167	22.096583336	1.171875
394	258.5458799424	26.0108125	23.186854166	0.9325
395	376.26084005760003	27.07366667	23.575708336	0.909166667
396	373.5514800000001	27.13583333	23.38308333	0.756458333
397	411.73020005760003	26.791875	23.536791666000003	1.170625
398	413.3491200576001	27.856875	23.832666666	0.847291667
399	356.3326800576001	26.82977083	23.28227083	1.089583333
400	405.65088005760003	27.04729167	23.143500004	1.404375
401	279.1720800576	25.35127083	23.077895830000003	1.783333333
402	208.22796005760003	25.22097917	22.902895836	1.427083333
403	405.9107999424	25.56416667	21.628333335999997	1.452916667
404	378.67392	25.36497917	21.34860417	1.261875
405	412.5207600576	25.44177083	21.305437496	1.038541667
406	353.82528	25.007125	20.925874999999998	1.07875
407	324.86940000000004	25.486125	21.631333334	1.525
408	230.36111994240002	25.33795833	22.76270833	1.770625
409	274.9143599424	25.80410417	23.269937504	2.05625
410	163.65636000576	27.19322917	24.488812504	3.05875
411	337.9593599424	28.03839583	23.917729164	3.210416667
412	440.0697600000001	24.30575	19.380333334	1.09875
413	472.88785167360004	20.72041667	15.30041667	0.837708333
414	399.65400000000005	22.68895833	18.073874996	0.9225
415	378.49428005760006	26.05229167	22.17991667	0.786875
416	399.99563994240003	27.34860417	23.328562504	0.938541667
417	362.19563994239996	27.56947917	23.241562504	0.966875
418	252.54215994240002	25.781875	23.157625	1.246666667
419	183.1543199424	24.750125	22.359541666000002	1.566666667
420	367.3148399424	25.56010417	22.029770836	0.867291667
421	400.24965438720005	21.48089583	15.691479164000002	2.3875
422	389.4239481408	19.12073333	12.855844442000002	1.879111111
423	104.00507999999999	20.45822917	17.780520836	0.849583333
424	288.9683999424	21.4164375	18.073729166	2.018541667
425	112.61045107008002	20.16754167	17.408750003999998	1.686458333
426	170.05067999424003	22.71735417	21.024937504	2.076458333
427	240.81048005760005	17.90985417	13.24622917	1.993541667
428	431.120827296	15.98952083	11.621437496	0.970625
429	387.36776931840006	19.25233333	15.480791664	1.057391304
430	377.6450086656001	18.997875	13.622000000000002	1.024222222
431	360.917934624	19.26135417	15.031104169999999	0.821666667
432	266.8222800576	21.2969375	17.074395833999997	1.35212766
433	95.23080000576	22.12097917	19.712937504	1.736458333
434	333.4277426688	15.546875	9.825	2.0075
435	154.3598288352	17.92072917	14.977229170000001	1.231041667
436	200.53958400000002	23.31485	21.51345	0.85
437	566.6374956672001	26.22752174	21.129347826	1.726842105
438	289.50407994240004	23.37897917	20.13260417	0.398541667
439	412.34091431039997	24.91039286	21.184107146000002	1.16
440	236.35511994240005	23.30754167	21.51604167	0.679583333
441	104.64695999424002	20.82447917	18.925645836	1.095833333
442	225.59904000000006	17.37454167	13.488166669999998	2.138333333
443	222.88824000000005	21.82716667	19.258083336	1.660625
444	246.77387994240001	24.53683333	21.801666664	1.077916667
445	93.03263999424001	20.69770833	18.306416664	2.355208333
446	136.40904000576	16.17858333	14.573666664	2.033958333
447	359.1125385408001	8.905416667	5.045833332999999	1.98125
448	321.28336333439995	11.9069375	8.594229165999998	0.791875
449	254.52503994240004	17.31095833	14.420041663999998	0.830208333
450	258.13331994239996	18.676125	16.094708333999996	0.61
451	291.95266907520005	19.1615	15.301590910000002	0.35
452	675.0322036992001	16.634	9.097363636	1.666363636
453	315.9499886208	16.3977619	11.217952375999998	2.741904762
454	497.17466184959994	19.88159091	15.967863638	NA
455	442.5078857472	22.72795238	18.51490476	2.046190476
456	495.632235744	19.97647368	15.363105258000003	1.227368421
457	178.1616000384	21.78977778	19.886555558	1.675
458	719.7638400000001	10.57654545	1.1269999960000003	3.046818182
459	697.6523520000001	7.98347619	-2.2255714299999996	2.418095238
460	574.9047360000001	12.25785	2.9214499999999983	NA
461	NA	NA	NA	NA
462	NA	NA	NA	NA
463	NA	NA	NA	NA
464	NA	NA	NA	NA
465	NA	NA	NA	NA
466	NA	NA	NA	NA
467	NA	NA	NA	NA
468	622.927505376	14.97622727	7.8754090880000005	1.688181818
469	366.20032003200004	17.82125926	12.708	1.871481481
470	164.57472	18.45021875	16.27803125	2.1434375
471	53.74692000576	9.697583333	6.169458333000001	2.214375
472	183.30487574400001	7.652052632	3.5994736840000012	1.768684211
473	21.56832000576	11.2838	6.7174000000000005	0.204
474	110.17728	13.398375	9.330208334000002	0.27
475	13.246227692928002	17.37002564	16.221307692	0.823846154
476	296.076384	17.98505	14.61525	1.609
477	361.10202814080003	15.47637838	11.253459462	1.050833333
478	153.06377143104	11.57238636	8.392795450000001	1.055681818
479	327.2076502848	11.49634884	7.105418608	0.433255814
480	262.4502109248	15.52209091	10.792181819999998	0.463181818
481	48.14424000000001	16.48454167	15.010000004	1.970208333
482	276.2234182656	14.25130303	10.116757576000001	4.073636364
483	432.88883999999996	10.42355882	3.8746764679999988	2.131470588
484	303.8976000576	8.2356875	4.601979166	0.370833333
485	265.0806	11.64747917	8.985562504	0.455833333
486	270.8863200576001	13.61808333	10.16133333	0.684791667
487	221.14260005760002	13.57922917	11.286437504	1.687916667
488	154.98504000576003	16.77372917	14.362062504	1.043333333
489	116.33795999424	22.31066667	19.586875004	1.78625
490	120.52332000576001	20.60797917	19.627312504000002	0.598043478
491	110.75111999424	18.95727083	18.523229164	0.681333333
492	240.68556	21.65577083	19.22889583	1.615833333
493	264.7418399424	19.903125	17.043958334	0.550833333
494	193.97267994240002	19.46204167	16.969458336000002	0.315208333
495	189.9896399424	20.20270833	18.129208329999997	0.988958333
496	144.1908	19.89214583	18.187854164	1.88375
497	315.44264350080005	13.54602083	8.892604163999998	2.109375
498	335.9967403968001	11.62885417	7.532854169999999	0.624375
499	267.6009600576	13.60804167	10.587458336000001	0.606956522
500	254.67731994239998	15.6981875	12.838687499999999	0.81125
501	287.76947483519996	14.7809375	10.0404375	1.400833333
502	533.0361600000001	8.395708333	-0.9326250009999999	1.742708333
503	292.4195040000001	8.945020833	4.500104166999999	1.488125
504	199.20276	14.71925	10.517291666000002	1.19625
505	217.70027994240002	17.782	14.548124999999999	1.180416667
506	238.32801383039998	12.45177083	8.406937495999998	1.612291667
507	122.43063829824001	9.0909375	4.695270834000001	1.49125
508	261.7543679616	7.5358125	3.782020833999999	0.905416667
509	327.9939338304	8.927229167	4.337312501000001	0.569791667
510	283.14684	13.41766667	8.436000003999998	0.482826087
511	270.82584005760003	16.25060417	11.75372917	1.123541667
512	167.62539129984003	13.80297917	9.618645836000002	2.991875
513	411.19620917760005	5.687020833	-0.7791041669999998	1.987083333
514	325.72947070080005	11.29479167	6.085208335999999	1.835416667
515	272.37059999999997	16.93695833	12.708499995999999	1.621875
516	287.9398800000001	18.93489583	14.360395829999998	3.445625
517	377.8189527744	8.969125	1.9569583340000012	2.067708333
518	255.57120000000003	9.0330625	0.7370625000000004	1.425
519	17.400239994240003	8.116333333	4.167833332999999	2.102083333
520	354.5080238592	8.565125	4.390916666000001	2.166666667
521	253.44611994240003	8.616541667	4.034375000999999	0.772708333
522	221.11955994240003	7.319729167	-0.408895832999999	2.258541667
523	334.67904000000004	5.932326087	-1.8019782610000004	1.736222222
524	207.12132000000003	12.770208330000001	8.455166664000002	1.9525
525	151.875	16.1316875	14.733937500000003	1.284583333
526	68.12675999423999	15.34502083	14.826562496000001	1.061458333
527	220.4013599424	15.55514583	12.961604164000002	0.8375
528	339.71651994240005	15.12597917	12.07535417	0.398125
529	334.6167599424	17.47589583	13.621104163999998	0.460681818
530	321.23196	18.25466667	14.594666669999999	0.617826087
531	353.5797600576	18.85947917	14.60385417	0.571136364
532	194.84676005760002	16.82466667	9.03566667	2.936666667
533	125.95572000576004	16.82866667	14.169958336	2.78375
534	190.0656000576	18.97288095	16.84792857	1.056470588
535	256.4802000576001	20.68483333	17.98508333	NA
536	143.70048	14.66629167	9.801916669999999	NA
537	423.4632480000001	11.41554167	5.387208335999999	NA
538	296.8707599424	15.40802083	11.40914583	NA
539	280.2358800576	17.48252083	13.225479163999998	NA
540	275.2873200576	21.4881875	17.695770833999998	NA
541	302.7830400576	22.70677083	18.968229164	3.025454545
542	121.65660000000003	19.24014583	13.983854163999998	2.384166667
543	153.19943999424	19.3726875	17.707979166	1.312291667
544	318.9142800000001	22.98754167	19.769291669999998	1.083846154
545	271.2844799424	22.30129167	19.048083336	0.529583333
546	326.73312005760005	24.2130625	19.660270834000002	1.365
547	222.81083994239998	23.5715625	19.704854165999997	2.488125
548	521.2136897856	15.99635417	5.97147917	2.324193548
549	59.12469818496001	15.59622917	11.439020836000001	NA
550	243.72792000000004	18.92008333	16.19345833	NA
551	526.2822982656	20.65348485	15.709242426000001	1.369565217
552	469.6056	20.82057143	16.107285716	1.663214286
553	134.03988	18.71660417	16.74610417	0.66875
554	278.11439994240004	20.9108125	18.125979165999997	1.380416667
555	150.25032000576002	19.41841667	16.335250004	1.90375
556	181.57464005760005	10.29458333	5.977541664	1.972916667
557	697.2076800576001	7.803333333	-2.5490000009999987	2.025625
558	575.2944	9.434875	3.2504166659999987	0.837291667
559	433.77873701760006	14.81620833	9.056791663999999	1.072765957
560	358.0343999424	18.01810417	13.230062504	0.970833333
561	344.04372000000006	22.19364583	17.412062496	1.106875
562	349.12547994240003	21.37858333	17.465333330000004	0.794651163
563	425.46276	20.42741667	15.035458336	2.075454545
564	381.7299600576	18.471375	12.739874999999998	2.017916667
565	390.50675994240004	20.7379375	15.093104166	1.661666667
566	100.13251764096003	20.50179412	16.35161765	0.6452
567	182.36232	19.20870833	14.35833333	NA
568	131.52707999424	14.16775	9.706583334000001	NA
569	419.40647994240004	14.9775625	6.084604166	2.43
570	155.3796	14.565625	7.176458334000001	2.336666667
571	406.7413199424	15.70020833	6.719749996000001	2.842083333
572	487.2334978944	14.70475	7.9847916660000005	1.90625
573	612.363456	14.63522917	7.0861875040000015	1.641458333
574	647.8840420416002	15.4978125	7.5653125	1.140625
575	504.65476465920005	16.96908333	10.337791664	1.066875
576	394.2953999424001	19.7684375	14.365354166000003	1.630416667
577	421.98948	18.9585	14.115083334000001	1.510416667
578	438.02496005759997	15.83685417	10.307145836	3.553541667
579	438.22763994240006	16.66391667	9.47191667	3.03
580	375.20496	17.490125	11.861708333999998	1.478541667
581	804.0098214720001	22.23884615	13.36407692	1.457777778
