"Date","oxygen","temperature","BARCOairTdaily","BARCOraindaily","BARCOBaromdaily","BARCORHdaily","BARCOPARdaily","BARCOSWRaddaily","BARCOLWRaddaily","BARCOWspeeddaily","BARCOWdirectiondaily"
2017-09-19,NA,28.4906383,NA,0,101.019320625,81.5670833333333,454.4475,219.087916666667,383.585416666667,0.711875,170.013125
2017-09-20,NA,28.68895833,NA,0,101.230682916667,81.5820833333333,467.191458333333,225.444791666667,392.604166666667,0.546875,155.000208333333
2017-09-21,NA,NA,NA,0,101.16119625,81.3683333333333,448.753958333333,217.070416666667,398.4,0.977291666666667,180.331041666667
2017-09-22,NA,28.998125,NA,0,101.046719583333,81.0847916666667,491.600625,236.047083333333,390.835416666667,1.67625,254.499166666667
2017-09-23,NA,28.91395833,NA,0,100.957731041667,81.035,413.446666666667,195.684166666667,408.029166666667,1.581875,268.94625
2017-09-24,NA,28.91291667,NA,0,100.809868958333,81.2327083333333,502.627916666667,241.548125,403.716666666667,1.91833333333333,301.383541666667
2017-09-25,NA,29.03333333,NA,0,100.809449375,81.098125,518.609166666667,248.898125,394.404166666667,1.113125,240.379583333333
2017-09-26,NA,NA,NA,0,100.87366375,80.96625,519.985416666667,257.225416666667,391.727083333333,0.901458333333333,190.728541666667
2017-09-27,NA,29.68645833,NA,0,100.875300625,80.941875,516.011458333333,249.774583333333,392.9125,0.72,175.808125
2017-09-28,NA,29.8025,NA,0,100.909761875,80.720625,420.150208333333,199.85125,399.622916666667,0.52,158.294791666667
2017-09-29,NA,NA,NA,0,101.018610416667,80.4629166666667,495.206041666667,239.074583333333,403.54375,1.029375,137.863958333333
2017-09-30,NA,29.834375,NA,0,101.064595416667,80.2135416666667,234.576041666667,106.75375,432.370833333333,1.63125,247.686666666667
2017-10-01,NA,28.898125,NA,0,101.087277291667,80.2235416666667,120.025208333333,51.6529166666667,438.2625,2.27291666666667,317.199375
2017-10-02,NA,28.22020833,NA,0,101.606252708333,80.3704166666667,432.044375,210.573541666667,408.35,2.363125,322.828958333333
2017-10-03,NA,27.90854167,NA,0,101.84937875,80.0577083333333,405.958333333333,195.837291666667,396.691666666667,2.48791666666667,303.56875
2017-10-04,NA,27.634375,NA,0,101.812010416667,79.8508333333333,419.715625,203.791458333333,397.289583333333,2.40104166666667,313.891875
2017-10-05,NA,27.33333333,NA,0,101.290928125,79.79375,293.502083333333,136.408125,400.20625,2.54520833333333,307.793958333333
2017-10-06,NA,27.27708333,NA,0,101.156960625,80.38375,390.100416666667,180.779791666667,435.01875,1.27541666666667,212.831041666667
2017-10-07,NA,NA,NA,0,100.94584125,80.9027083333333,347.009791666667,164.880833333333,431.35625,1.57208333333333,89.989375
2017-10-08,NA,28.38916667,NA,0,100.866135625,80.9010416666667,322.055,151.739166666667,435.633333333333,1.998125,74.0572916666667
2017-10-09,NA,28.50934783,NA,0,101.061047708333,81.22,463.6425,215.975,431.2375,1.03666666666667,95.7785416666667
2017-10-10,NA,NA,NA,0,101.304164166667,56.0216666666667,442.121458333333,207.256458333333,413.36875,1.04375,166.838541666667
2017-10-11,NA,29.37511111,NA,0,101.294414375,61.08625,471.929583333333,222.178541666667,399.945833333333,0.884583333333333,154.492291666667
2017-10-12,NA,29.26104167,NA,0,101.192680833333,69.5910416666667,489.108125,236.769791666667,377.822916666667,1.30104166666667,248.701666666667
2017-10-13,NA,28.81270833,NA,0,101.280821458333,79.6175,423.027916666667,202.731458333333,388.447916666667,1.74208333333333,271.378541666667
2017-10-14,NA,28.54770833,NA,0,101.589400416667,80.4508333333333,455.574375,222.395744680851,389.9875,1.95979166666667,279.263541666667
2017-10-15,NA,28.55106383,NA,0,101.518023333333,80.9725,381.28375,179.641041666667,398.575,1.27895833333333,234.42
2017-10-16,NA,28.56229167,NA,0,101.076834375,80.3470833333333,428.915625,202.137916666667,403.825,0.659791666666667,192.731041666667
2017-10-17,NA,28.26723404,NA,0,101.452580416667,64.8510416666667,193.490208333333,92.2122916666667,410.195833333333,2.72333333333333,280.585833333333
2017-10-18,NA,27.160625,NA,0,101.656421666667,41.8577083333333,366.777083333333,176.478125,362.502083333333,2.63272727272727,283.988181818182
2017-10-19,NA,26.57895833,NA,0,101.543322291667,57.1654166666667,261.889375,122.90375,388.945833333333,NA,NA
2017-10-20,6.006363636,26.429375,NA,0,101.718195416667,79.84625,440.304166666667,213.075416666667,375.902083333333,NA,NA
2017-10-21,6.056701389,26.346875,NA,0,101.751560208333,80.1147916666667,368.369791666667,178.352916666667,373.397916666667,NA,NA
2017-10-22,6.131423611,26.41208333,NA,0,101.699455833333,80.4729166666667,341.283125,164.372916666667,415.20625,NA,NA
2017-10-23,6.425104167,26.56895833,NA,0,101.291743541667,80.5945833333333,204.96125,96.1377083333333,423.666666666667,NA,NA
2017-10-24,6.314409722,26.43375,NA,0,100.984822916667,74.344375,453.711875,231.503695652174,362.577083333333,NA,NA
2017-10-25,6.270381944,25.88083333,NA,0,100.88377625,69.9183333333333,445.2925,243.024318181818,302.508333333333,NA,NA
2017-10-26,6.295694444,24.97708333,NA,0,101.24142375,77.83125,444.101666666667,380.070714285714,283.995833333333,NA,NA
2017-10-27,6.406215278,24.349375,NA,0,101.399742083333,78.2808333333333,391.484791666667,227.69075,311.1,NA,NA
2017-10-28,6.475104167,24.05041667,NA,0,100.84700625,79.059375,332.304583333333,160.29,344.097916666667,NA,NA
2017-10-29,6.64375,23.84541667,NA,0,100.327264791667,78.4747916666667,422.372916666667,223.098043478261,335.920833333333,NA,NA
2017-10-30,6.840836237,22.89208333,NA,0,101.240718125,76.693125,435.21,432.887083333333,268.322916666667,NA,NA
2017-10-31,6.812090592,22.35104167,NA,0,101.609021666667,77.2983333333333,428.181875,236.924285714286,296.289583333333,0.915,229.189
2017-11-01,6.873576389,22.11645833,NA,0,101.666260208333,77.8795833333333,361.567291666667,185.912666666667,326.445833333333,0.679791666666667,165.103958333333
2017-11-02,6.866864111,22.14108696,NA,0,101.587585833333,78.4283333333333,385.71125,184.663125,349.047916666667,0.750416666666667,201.394583333333
2017-11-03,6.921840278,22.45729167,NA,0,101.607915,78.5279166666667,404.705416666667,189.841458333333,349.741666666667,0.85375,210.383541666667
2017-11-04,7.0348,22.64416667,NA,0,101.380899166667,78.4964583333333,406.067083333333,194.088723404255,343.139583333333,0.076,158.650769230769
2017-11-05,NA,22.68125,NA,0,101.385795833333,78.7570833333333,251.150416666667,118.934375,380.410416666667,NA,NA
2017-11-06,7.119834025,22.84543478,NA,0,101.444864375,79.22625,396.177916666667,185.105,375.914583333333,0.794285714285714,214.823846153846
2017-11-07,7.1265625,23.234375,NA,0,101.45579125,79.135625,394.48375,187.743125,364.59375,0.476086956521739,170.656875
2017-11-08,7.211091549,23.33291667,NA,0,101.220597708333,79.1810416666667,347.851458333333,165.36125,367.514583333333,0.471395348837209,167.835
2017-11-09,7.169652778,23.58666667,NA,0,101.257465625,79.5091666666667,252.663333333333,120.648125,378.84375,0.583541666666667,149.096041666667
2017-11-10,6.9678125,23.09333333,NA,0,101.413808333333,78.2785416666667,151.311041666667,74.4883333333333,375.14375,2.33791666666667,283.092291666667
2017-11-11,6.906215278,22.49,NA,0,101.856377916667,78.5360416666667,262.837083333333,124.047083333333,340.366666666667,2.18833333333333,299.195208333333
2017-11-12,6.933958333,22.28395833,NA,0,101.764484166667,79.4741666666667,308.78125,146.735625,375.20625,2.13541666666667,301.031041666667
2017-11-13,7.098541667,22.41895833,NA,0,101.7684225,79.1383333333333,316.506666666667,149.809583333333,382.43125,1.93333333333333,289.198958333333
2017-11-14,7.217152778,22.23854167,NA,0,101.509751041667,78.56875,227.84125,107.937708333333,343.03125,2.3575,288.084791666667
2017-11-15,7.371354167,21.60291667,NA,0,101.475889583333,77.8222916666667,251.677083333333,122.183541666667,317.939583333333,2.46270833333333,288.099166666667
2017-11-16,7.360069444,21.08125,NA,0,101.391944791667,77.9804166666667,376.542083333333,188.086086956522,311.01875,1.15729166666667,239.487291666667
2017-11-17,7.364861111,20.876875,NA,0,101.481707291667,78.08625,360.5125,176.890208333333,318.0875,0.836875,203.858125
2017-11-18,7.414548611,20.79395833,NA,0,101.315541666667,78.7560416666667,363.943958333333,178.42085106383,333.233333333333,0.846875,161.75875
2017-11-19,7.463993056,20.74104167,NA,0,100.876436041667,78.8802083333333,197.015833333333,91.914375,356.164583333333,1.30770833333333,169.11625
2017-11-20,7.550520833,20.345625,NA,0,101.568319791667,77.5714583333333,326.143541666667,225.955,292.364583333333,1.720625,273.08125
2017-11-21,7.600722433,20.12979167,NA,0,101.285580625,78.824375,163.754375,77.06875,365.752083333333,0.749583333333333,122.710208333333
2017-11-22,7.608368056,20.25791667,NA,0,101.016342291667,78.9554166666667,344.902291666667,159.139375,384.86875,1.24354166666667,245.394375
2017-11-23,7.814690909,20.22770833,NA,0,100.929885416667,79.1302083333333,44.745,18.18125,395.322916666667,2.19333333333333,309.55
2017-11-24,7.884516129,19.931875,NA,0,100.835581041667,78.8852083333333,266.989791666667,124.212083333333,377.5375,2.335625,264.860416666667
2017-11-25,7.847018868,19.87729167,NA,0,101.252288333333,78.8972916666667,348.60625,161.4875,323.58125,0.617916666666667,190.29
2017-11-26,7.841891892,19.89854167,NA,0,101.378192291667,79.08125,355.913333333333,162.04125,316.970833333333,0.595208333333333,183.6925
2017-11-27,7.826804511,19.82083333,NA,0,101.599723125,79.0185416666667,339.53375,155.488125,317.475,1.01604166666667,240.60625
2017-11-28,7.87619469,NA,NA,0,101.81687,79.6289361702128,291.229787234043,132.790212765957,339.876595744681,1.24744680851064,263.147872340426
2017-11-29,7.976851852,NA,NA,0,101.847185319149,80.1295744680851,339.011276595745,154.080425531915,359.555319148936,1.23892857142857,208.981842105263
2017-11-30,8.114375,NA,NA,0,101.673894130435,79.8878260869565,340.670434782609,155.82652173913,338.558695652174,0.75304347826087,220.129782608696
2017-12-01,8.004754098,NA,NA,0.33,101.559405106383,79.7287234042553,331.286595744681,149.495106382979,333.355319148936,0.232045454545455,145.341276595745
2017-12-02,7.979328859,NA,NA,2.23,101.698808478261,79.9423913043478,322.572173913043,150.883913043478,349.667391304348,0.687105263157895,146.65652173913
2017-12-03,8.053949045,NA,NA,1.77,101.60356106383,79.6646808510638,269.895106382979,123.57914893617,349.525531914894,0.712093023255814,186.112173913043
2017-12-04,7.944242424,20.47170213,NA,1.54,101.861566458333,79.755,252.148125,118.433958333333,342.579166666667,1.08604166666667,205.792083333333
2017-12-05,7.905086705,20.58297872,NA,2.15,101.820198541667,80.3485416666667,317.259375,144.070833333333,353.560416666667,0.649555555555556,130.213958333333
2017-12-06,7.957575758,20.89914894,NA,2.19,101.53504875,80.6272916666667,290.3325,134.909791666667,371.95625,1.29976744186047,132.565833333333
2017-12-07,7.890065789,20.53369565,NA,1.91,101.365991458333,79.1847916666667,55.076875,22.5833333333333,377.172916666667,2.10538461538462,287.145384615385
2017-12-08,7.741533333,19.825,NA,7.61,100.841703125,79.3908333333333,47.5097916666667,18.8997916666667,374.835416666667,1.81090909090909,277.368636363636
2017-12-09,7.631292517,18.9887234,NA,26.53,100.758081041667,78.86375,156.665416666667,75.7246808510638,335.191666666667,2.30166666666667,225.238333333333
2017-12-10,7.748548387,18.0112766,NA,1.85,101.888476041667,77.8014583333333,345.650416666667,324.1892,240.552083333333,1.42916666666667,218.190625
2017-12-11,7.814656489,17.37723404,NA,2.7,102.042868958333,78.3745833333333,342.205416666667,174.170222222222,261.064583333333,0.721041666666667,180.72
2017-12-12,7.959710145,16.98085106,NA,1.35,101.249954375,79.284375,332.438958333333,175.555813953488,293.264583333333,1.55,158.001458333333
2017-12-13,8.148088235,16.66191489,NA,1.36,101.259125416667,78.2483333333333,344.016041666667,305.804230769231,255.479166666667,1.246875,188.193125
2017-12-14,8.231454545,16.42425532,NA,0.33,101.219290833333,78.8014583333333,314.919791666667,148.340208333333,298.527083333333,0.775833333333333,141.983333333333
2017-12-15,8.36494382,NA,NA,1.91,101.318172432432,79.79,219.972432432432,104.305675675676,349.581081081081,0.501142857142857,145.944594594595
2017-12-16,NA,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA
2017-12-17,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA
2017-12-18,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA
2017-12-19,NA,NA,NA,1.9,101.72158,82.2333333333333,795.726666666667,380.226666666667,413.833333333333,2.6,148.893333333333
2017-12-20,8.633650794,NA,NA,1.86,101.350289,81.734,506.3685,288.3,372.34,3.02473684210526,145.282631578947
2017-12-21,8.518176471,NA,NA,2.45,101.310059791667,81.650625,278.979583333333,145.87875,380.147916666667,1.54041666666667,183.909791666667
2017-12-22,8.505632911,NA,NA,2.35,101.810975625,81.0897916666667,294.451666666667,154.363958333333,358.077083333333,0.919782608695652,199.967708333333
2017-12-23,8.505430464,20.09340426,NA,1.77,101.81299375,81.4270833333333,241.4125,125.641875,371.877083333333,1.370625,141.766458333333
2017-12-24,8.381089744,20.24541667,NA,1.5,101.480255208333,81.9041666666667,213.105208333333,110.364166666667,378.158333333333,1.9,132.903333333333
2017-12-25,8.668993289,19.83083333,NA,1.97,101.789174583333,80.3814583333333,299.763333333333,163.149574468085,308.695833333333,1.94416666666667,235.432083333333
2017-12-26,8.574193548,18.40729167,NA,0.99,102.279551666667,79.4114583333333,303.017708333333,172.263181818182,284.2875,1.496875,260.012916666667
2017-12-27,8.436338028,18.0975,NA,1.46,102.080390416667,80.36875,175.658958333333,92.2875,361.6875,1.7475,288.220416666667
2017-12-28,8.393,NA,NA,0.49,102.155883611111,80.1591666666667,46.3469444444444,28.9233333333333,370.3625,2.15055555555556,297.293055555556
2017-12-29,8.390746269,NA,NA,0.76,NA,NA,NA,46.6952083333333,349.972916666667,NA,NA
2017-12-30,8.286940299,NA,NA,1.21,NA,NA,NA,110.777826086957,329.620833333333,NA,NA
2017-12-31,8.224592593,NA,NA,2.01,NA,NA,NA,138.948510638298,314.533333333333,NA,NA
2018-01-01,8.338461538,NA,NA,1.64,NA,NA,NA,18.8202083333333,343.475,NA,NA
2018-01-02,8.720839695,NA,NA,0.6,NA,NA,NA,60.5354166666667,317.572916666667,NA,NA
2018-01-03,9.076666667,NA,NA,23.43,NA,NA,NA,58.1697916666667,320.602083333333,NA,NA
2018-01-04,9.307463768,NA,NA,1.78,NA,NA,NA,272.126,228.4625,NA,NA
2018-01-05,NA,NA,NA,2.49,NA,NA,NA,-4.725,227.190909090909,NA,NA
2018-01-06,NA,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA
2018-01-07,NA,NA,NA,1.34,NA,NA,NA,NA,NA,NA,NA
2018-01-08,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA
2018-01-09,NA,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA
2018-01-10,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,NA
2018-01-11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-18,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-19,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-22,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-23,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-25,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-27,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-28,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-29,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-01-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-02-01,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-02-02,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-02-03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-02-04,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-02-05,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-02-06,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-02-07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2018-02-08,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA
2018-02-09,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA
2018-02-10,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA
2018-02-11,NA,NA,NA,1.19,NA,NA,NA,NA,NA,NA,NA
2018-02-12,NA,NA,NA,3.79,NA,NA,NA,NA,NA,NA,NA
2018-02-13,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA
2018-02-14,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA
2018-02-15,NA,NA,NA,1.44,NA,NA,NA,NA,NA,NA,NA
2018-02-16,NA,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA
2018-02-17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2018-02-18,NA,NA,NA,1.88,NA,NA,NA,NA,NA,NA,NA
2018-02-19,NA,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA
2018-02-20,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA
2018-02-21,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA
2018-02-22,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA
2018-02-23,NA,NA,NA,1.65,NA,NA,NA,NA,NA,NA,NA
2018-02-24,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA
2018-02-25,NA,NA,NA,1.35,NA,NA,NA,NA,NA,NA,NA
2018-02-26,NA,NA,NA,2.34,NA,NA,NA,NA,NA,NA,NA
2018-02-27,NA,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA
2018-02-28,NA,NA,NA,1.93,NA,NA,NA,NA,NA,NA,NA
2018-03-01,NA,NA,23.681,1.67,101.341395714286,76.1128571428571,NA,NA,NA,NA,NA
2018-03-02,NA,23.05791667,18.7015416666667,1.43,101.707680625,49.36375,NA,NA,NA,NA,NA
2018-03-03,NA,21.85458333,13.80475,0.66,101.8800475,42.7602083333333,NA,NA,NA,NA,NA
2018-03-04,NA,20.99583333,11.6411875,1.15,101.904368333333,55.391875,0,-4.48,259.222222222222,NA,NA
2018-03-05,NA,20.46708333,13.2418958333333,1.12,101.651799166667,66.6597916666667,449.716666666667,236.190681818182,302.552083333333,NA,NA
2018-03-06,NA,20.250625,17.48325,1.68,101.208143333333,69.7283333333333,408.53625,199.12085106383,350.958333333333,NA,NA
2018-03-07,NA,20.10791667,15.8148541666667,3.68,101.237567291667,48.9504166666667,521.284375,275.893111111111,301.966666666667,NA,NA
2018-03-08,NA,NA,10.3976285714286,1.27,101.589957428571,46.1794285714286,733.193142857143,468.318518518518,263.397142857143,NA,NA
2018-03-09,NA,19.04520833,10.3004583333333,1.38,101.859139583333,54.26375,540.263333333333,375.917941176471,265.904166666667,NA,NA
2018-03-10,NA,18.85875,11.9962708333333,0.73,101.722999791667,71.1491666666667,350.483125,225.062777777778,297.45,NA,NA
2018-03-11,NA,NA,17.3004791666667,1.45,101.1507175,74.0460416666667,406.514166666667,189.883125,350.33125,NA,NA
2018-03-12,NA,NA,18.0445416666667,1.19,100.706107083333,73.7883333333333,437.631875,209.902083333333,362.214583333333,NA,NA
2018-03-13,NA,18.512,10.1324375,1.41,101.597338125,57.618125,559.243541666667,425.864516129032,263.108333333333,NA,NA
2018-03-14,NA,18.19895833,10.7484791666667,1.69,101.707025416667,58.7195833333333,577.38875,354.141842105263,267.260416666667,NA,NA
2018-03-15,NA,17.81957447,10.2072708333333,1.34,101.888507916667,54.7670833333333,571.896041666667,484.607142857143,258.908333333333,NA,NA
2018-03-16,NA,17.68276596,13.1195,0.9,101.73735875,62.4502083333333,565.658333333333,360.728333333333,286.697916666667,NA,NA
2018-03-17,NA,NA,17.2900833333333,1.88,101.584143333333,65.68125,565.220833333333,262.863958333333,324.64375,NA,NA
2018-03-18,8.24172043,NA,19.8892083333333,2.22,101.223962708333,72.3683333333333,435.402708333333,200.287708333333,364.48125,NA,NA
2018-03-19,8.333829787,NA,19.6057291666667,22.47,100.833331666667,90.5189583333333,227.0475,103.2875,403.989583333333,NA,NA
2018-03-20,8.285531915,NA,21.1466041666667,0.55,100.371954791667,84.2285416666667,249.657708333333,113.076666666667,404.69375,NA,NA
2018-03-21,8.046774194,NA,15.4706041666667,1.05,100.939064583333,54.5710416666667,596.19875,292.096595744681,292.55,NA,NA
2018-03-22,7.907263158,NA,12.1061458333333,2.05,101.956108333333,46.7095833333333,601.836666666667,428.394545454545,267.591666666667,NA,NA
2018-03-23,7.700212766,NA,11.4591875,2.23,102.263100416667,60.083125,573.370208333333,386.717941176471,279.341666666667,NA,NA
2018-03-24,7.818602151,NA,15.06675,2.39,102.016683958333,64.6258333333333,544.916458333333,269.582391304348,309.308333333333,NA,NA
2018-03-25,8.002291667,NA,18.8484166666667,2.25,101.592170833333,69.3385416666667,497.195625,245.453333333333,342.191666666667,NA,NA
2018-03-26,8.23,17.40791667,15.5873958333333,1.51,102.152658333333,91.65875,158.627916666667,66.339375,389.814583333333,NA,NA
2018-03-27,8.131086957,16.944,18.0599361702128,1.26,102.42553787234,80.073829787234,410.794893617021,191.600638297872,376.340425531915,NA,NA
2018-03-28,8.191392405,NA,18.242511627907,2.2,102.07481744186,74.323488372093,442.687906976744,204.647209302326,336.958139534884,NA,NA
2018-03-29,8.27827957,18.08145833,20.5622291666667,2.72,101.710654166667,71.448125,521.637083333333,245.0675,351.491666666667,NA,NA
2018-03-30,8.372291667,18.61166667,19.6256666666667,2.98,101.658767708333,86.6558333333333,284.881041666667,126.93,371.65625,NA,NA
