Date,Dissolved_Oxygen_milliGramPerLiter,Water_Temperature_celsius
2017-10-28,6.47510416666667,24.0504166666667
2017-10-29,6.64375,23.8454166666667
2017-10-30,6.8408362369338,22.8920833333333
2017-10-31,6.81209059233449,22.3510416666667
2017-11-01,6.87357638888889,22.1164583333333
2017-11-02,6.86686411149826,22.1410869565217
2017-11-03,6.92184027777778,22.4572916666667
2017-11-04,7.0348,22.6441666666667
2017-11-05,NA,22.68125
2017-11-06,7.11983402489627,22.8454347826087
2017-11-07,7.1265625,23.234375
2017-11-08,7.21109154929577,23.3329166666667
2017-11-09,7.16965277777778,23.5866666666667
2017-11-10,6.9678125,23.0933333333333
2017-11-11,6.90621527777778,22.49
2017-11-12,6.93395833333333,22.2839583333333
2017-11-13,7.09854166666667,22.4189583333333
2017-11-14,7.21715277777778,22.2385416666667
2017-11-15,7.37135416666667,21.6029166666667
2017-11-16,7.36006944444444,21.08125
2017-11-17,7.36486111111111,20.876875
2017-11-18,7.41454861111111,20.7939583333333
2017-11-19,7.46399305555556,20.7410416666667
2017-11-20,7.55052083333333,20.345625
2017-11-21,7.60072243346008,20.1297916666667
2017-11-22,7.60836805555556,20.2579166666667
2017-11-23,7.81469090909091,20.2277083333333
2017-11-24,7.88451612903226,19.931875
2017-11-25,7.84701886792453,19.8772916666667
2017-11-26,7.84189189189189,19.8985416666667
2017-11-27,7.8268045112782,19.8208333333333
2017-11-28,7.87619469026549,NA
2017-11-29,7.97685185185185,NA
2017-11-30,8.114375,NA
2017-12-01,8.00475409836065,NA
2017-12-02,7.9793288590604,NA
2017-12-03,8.05394904458599,NA
2017-12-04,7.94424242424242,20.4717021276596
2017-12-05,7.90508670520231,20.5829787234043
2017-12-06,7.95757575757576,20.8991489361702
2017-12-07,7.89006578947368,20.5336956521739
2017-12-08,7.74153333333333,19.825
2017-12-09,7.6312925170068,18.9887234042553
2017-12-10,7.74854838709677,18.0112765957447
2017-12-11,7.81465648854962,17.3772340425532
2017-12-12,7.95971014492754,16.9808510638298
2017-12-13,8.14808823529412,16.661914893617
2017-12-14,8.23145454545454,16.4242553191489
2017-12-15,8.36494382022472,NA
2017-12-16,NA,NA
2017-12-17,NA,NA
2017-12-18,NA,NA
2017-12-19,NA,NA
2017-12-20,8.63365079365079,NA
2017-12-21,8.51817647058824,NA
2017-12-22,8.50563291139241,NA
2017-12-23,8.50543046357616,20.0934042553192
2017-12-24,8.38108974358974,20.2454166666667
2017-12-25,8.6689932885906,19.8308333333333
2017-12-26,8.5741935483871,18.4072916666667
2017-12-27,8.43633802816901,18.0975
2017-12-28,8.393,NA
2017-12-29,8.39074626865672,NA
2017-12-30,8.28694029850746,NA
2017-12-31,8.22459259259259,NA
2018-01-01,8.33846153846154,NA
2018-01-02,8.72083969465649,NA
2018-01-03,9.07666666666667,NA
2018-01-04,9.30746376811594,NA
2018-01-05,NA,NA
2018-01-06,NA,NA
2018-01-07,NA,NA
2018-01-08,NA,NA
2018-01-09,NA,NA
2018-01-10,NA,NA
2018-01-11,NA,NA
2018-01-12,NA,NA
2018-01-13,NA,NA
2018-01-14,NA,NA
2018-01-15,NA,NA
2018-01-16,NA,NA
2018-01-17,NA,NA
2018-01-18,NA,NA
2018-01-19,NA,NA
2018-01-20,NA,NA
2018-01-21,NA,NA
2018-01-22,NA,NA
2018-01-23,NA,NA
2018-01-24,NA,NA
2018-01-25,NA,NA
2018-01-26,NA,NA
2018-01-27,NA,NA
2018-01-28,NA,NA
2018-01-29,NA,NA
2018-01-30,NA,NA
2018-01-31,NA,NA
2018-02-01,NA,NA
2018-02-02,NA,NA
2018-02-03,NA,NA
2018-02-04,NA,NA
2018-02-05,NA,NA
2018-02-06,NA,NA
2018-02-07,NA,NA
2018-02-08,NA,NA
2018-02-09,NA,NA
2018-02-10,NA,NA
2018-02-11,NA,NA
2018-02-12,NA,NA
2018-02-13,NA,NA
2018-02-14,NA,NA
2018-02-15,NA,NA
2018-02-16,NA,NA
2018-02-17,NA,NA
2018-02-18,NA,NA
2018-02-19,NA,NA
2018-02-20,NA,NA
2018-02-21,NA,NA
2018-02-22,NA,NA
2018-02-23,NA,NA
2018-02-24,NA,NA
2018-02-25,NA,NA
2018-02-26,NA,NA
2018-02-27,NA,NA
2018-02-28,NA,NA
2018-03-01,NA,NA
2018-03-02,NA,23.0579166666667
2018-03-03,NA,21.8545833333333
2018-03-04,NA,20.9958333333333
2018-03-05,NA,20.4670833333333
2018-03-06,NA,20.250625
2018-03-07,NA,20.1079166666667
2018-03-08,NA,NA
2018-03-09,NA,19.0452083333333
2018-03-10,NA,18.85875
2018-03-11,NA,NA
2018-03-12,NA,NA
2018-03-13,NA,18.512
2018-03-14,NA,18.1989583333333
2018-03-15,NA,17.8195744680851
2018-03-16,NA,17.6827659574468
2018-03-17,NA,NA
2018-03-18,8.24172043010753,NA
2018-03-19,8.33382978723404,NA
2018-03-20,8.28553191489362,NA
2018-03-21,8.04677419354839,NA
2018-03-22,7.90726315789474,NA
2018-03-23,7.70021276595745,NA
2018-03-24,7.81860215053763,NA
2018-03-25,8.00229166666667,NA
2018-03-26,8.23,17.4079166666667
2018-03-27,8.13108695652174,16.944
2018-03-28,8.19139240506329,NA
2018-03-29,8.27827956989247,18.0814583333333
2018-03-30,8.37229166666667,18.6116666666667
2018-03-31,8.31578947368421,18.28125
2018-04-01,8.2110752688172,NA
2018-04-02,8.27729166666667,NA
2018-04-03,8.2722619047619,NA
2018-04-04,NA,20.2627083333333
2018-04-05,NA,19.4822916666667
2018-04-06,NA,19.0254347826087
2018-04-07,NA,19.5214893617021
2018-04-08,NA,18.9791666666667
2018-04-09,NA,18.2760416666667
2018-04-10,NA,17.8683333333333
2018-04-11,NA,NA
2018-04-12,NA,NA
2018-04-13,NA,NA
2018-04-14,NA,NA
2018-04-15,NA,19.1976086956522
2018-04-16,NA,17.9020833333333
2018-04-17,NA,17.51
2018-04-18,NA,17.8945833333333
2018-04-19,NA,18.3027083333333
2018-04-20,NA,18.3783333333333
2018-04-21,NA,17.888125
2018-04-22,NA,NA
2018-04-23,NA,NA
2018-04-24,NA,NA
2018-04-25,NA,NA
2018-04-26,NA,NA
2018-04-27,NA,NA
2018-04-28,NA,NA
2018-04-29,NA,NA
2018-04-30,NA,NA
2018-05-01,NA,NA
2018-05-02,NA,NA
2018-05-03,NA,NA
2018-05-04,NA,NA
2018-05-05,NA,20.9445833333333
2018-05-06,NA,20.8778260869565
2018-05-07,NA,NA
2018-05-08,NA,21.5902083333333
2018-05-09,NA,NA
2018-05-10,NA,NA
2018-05-11,NA,NA
2018-05-12,NA,23.63125
2018-05-13,NA,22.8620833333333
2018-05-14,NA,22.4033333333333
2018-05-15,NA,21.9672916666667
2018-05-16,NA,21.8633333333333
2018-05-17,NA,21.891875
2018-05-18,NA,21.9208510638298
2018-05-19,NA,22.2167391304348
2018-05-20,NA,22.1854166666667
2018-05-21,NA,NA
2018-05-22,NA,22.1736170212766
2018-05-23,NA,22.5565957446809
2018-05-24,NA,NA
2018-05-25,NA,NA
2018-05-26,NA,NA
2018-05-27,NA,NA
2018-05-28,NA,NA
2018-05-29,NA,NA
2018-05-30,NA,NA
2018-05-31,NA,NA
2018-06-01,NA,NA
2018-06-02,NA,NA
2018-06-03,NA,NA
2018-06-04,NA,NA
2018-06-05,NA,NA
2018-06-06,NA,NA
2018-06-07,NA,NA
2018-06-08,NA,NA
2018-06-09,NA,NA
2018-06-10,NA,NA
2018-06-11,NA,NA
2018-06-12,NA,NA
2018-06-13,NA,NA
2018-06-14,NA,NA
2018-06-15,NA,NA
2018-06-16,NA,NA
2018-06-17,NA,NA
2018-06-18,NA,NA
2018-06-19,NA,NA
2018-06-20,NA,NA
2018-06-21,NA,NA
2018-06-22,NA,NA
2018-06-23,NA,NA
2018-06-24,NA,NA
2018-06-25,NA,NA
2018-06-26,NA,NA
2018-06-27,NA,NA
2018-06-28,NA,NA
2018-06-29,NA,NA
2018-06-30,NA,NA
2018-07-01,NA,NA
2018-07-02,NA,NA
2018-07-03,NA,NA
2018-07-04,NA,NA
2018-07-05,NA,NA
2018-07-06,NA,NA
2018-07-07,NA,NA
2018-07-08,NA,NA
2018-07-09,NA,NA
2018-07-10,NA,NA
2018-07-11,NA,NA
2018-07-12,NA,NA
2018-07-13,NA,NA
2018-07-14,NA,NA
2018-07-15,NA,NA
2018-07-16,NA,NA
2018-07-17,NA,NA
2018-07-18,4.73489208633094,NA
2018-07-19,NA,NA
2018-07-20,5.13096153846154,NA
2018-07-21,5.17886255924171,NA
2018-07-22,NA,NA
2018-07-23,5.36196202531646,NA
2018-07-24,NA,NA
2018-07-25,NA,NA
2018-07-26,NA,NA
2018-07-27,NA,NA
2018-07-28,NA,NA
2018-07-29,NA,NA
2018-07-30,6.99147540983607,NA
2018-07-31,6.18922077922078,NA
2018-08-01,NA,NA
2018-08-02,NA,NA
2018-08-03,NA,NA
2018-08-04,NA,NA
2018-08-05,NA,NA
2018-08-06,NA,NA
2018-08-07,NA,NA
2018-08-08,NA,NA
2018-08-09,NA,NA
2018-08-10,NA,NA
2018-08-11,NA,NA
2018-08-12,NA,NA
2018-08-13,NA,NA
2018-08-14,NA,NA
2018-08-15,NA,NA
2018-08-16,NA,NA
2018-08-17,NA,NA
2018-08-18,NA,NA
2018-08-19,NA,NA
2018-08-20,NA,NA
2018-08-21,NA,NA
2018-08-22,NA,NA
2018-08-23,NA,NA
2018-08-24,NA,NA
2018-08-25,NA,NA
2018-08-26,NA,NA
2018-08-27,NA,NA
2018-08-28,NA,NA
2018-08-29,NA,NA
2018-08-30,4.13948275862069,NA
2018-08-31,3.89535211267606,NA
2018-09-01,4.3863768115942,NA
2018-09-02,4.91078947368421,NA
2018-09-03,4.6163768115942,NA
2018-09-04,3.86714285714286,NA
2018-09-05,5.3565671641791,NA
2018-09-06,5.97301369863014,NA
2018-09-07,6.04023529411765,NA
2018-09-08,6.0775,NA
2018-09-09,5.608,NA
2018-09-10,NA,NA
2018-09-11,NA,NA
2018-09-12,NA,NA
2018-09-13,NA,NA
2018-09-14,NA,NA
2018-09-15,NA,NA
2018-09-16,NA,NA
2018-09-17,NA,NA
2018-09-18,NA,NA
2018-09-19,NA,NA
2018-09-20,NA,NA
2018-09-21,NA,NA
2018-09-22,NA,NA
2018-09-23,4.635625,NA
2018-09-24,4.50788888888889,NA
2018-09-25,4.26311926605505,NA
2018-09-26,4.80658536585366,NA
2018-09-27,4.93694214876033,NA
2018-09-28,5.29990654205607,NA
2018-09-29,5.57955357142857,NA
2018-09-30,5.43666666666667,NA
2018-10-01,5.01445378151261,NA
2018-10-02,4.63024390243902,NA
2018-10-03,4.49579439252336,NA
2018-10-04,NA,NA
2018-10-05,NA,NA
2018-10-06,NA,NA
2018-10-07,NA,NA
2018-10-08,NA,NA
2018-10-09,NA,NA
2018-10-10,NA,NA
2018-10-11,NA,NA
2018-10-12,NA,NA
2018-10-13,NA,NA
2018-10-14,NA,NA
2018-10-15,NA,NA
2018-10-16,NA,NA
2018-10-17,NA,NA
2018-10-18,NA,NA
2018-10-19,NA,NA
2018-10-20,NA,NA
2018-10-21,NA,NA
2018-10-22,NA,NA
2018-10-23,NA,NA
2018-10-24,NA,NA
2018-10-25,NA,NA
2018-10-26,NA,NA
2018-10-27,NA,NA
2018-10-28,NA,NA
2018-10-29,NA,NA
2018-10-30,NA,NA
2018-10-31,NA,NA
2018-11-01,NA,NA
2018-11-02,NA,NA
2018-11-03,NA,NA
2018-11-04,NA,NA
2018-11-05,NA,NA
2018-11-06,NA,NA
2018-11-07,NA,NA
2018-11-08,NA,NA
2018-11-09,NA,NA
2018-11-10,NA,NA
2018-11-11,0.717169811320755,NA
2018-11-12,NA,NA
2018-11-13,5.68310810810811,NA
2018-11-14,NA,NA
2018-11-15,NA,NA
2018-11-16,0.468285714285714,NA
2018-11-17,0.392911392405063,NA
2018-11-18,0.5646,NA
2018-11-19,NA,NA
2018-11-20,NA,NA
2018-11-21,NA,NA
2018-11-22,NA,NA
2018-11-23,NA,NA
2018-11-24,NA,NA
2018-11-25,NA,NA
2018-11-26,NA,NA
2018-11-27,NA,NA
2018-11-28,NA,NA
2018-11-29,NA,NA
2018-11-30,NA,NA
2018-12-01,NA,NA
2018-12-02,NA,NA
2018-12-03,NA,NA
2018-12-04,NA,NA
2018-12-05,NA,NA
2018-12-06,NA,NA
2018-12-07,7.6436641221374,NA
2018-12-08,7.74551282051282,NA
2018-12-09,7.70863387978142,NA
2018-12-10,7.95722222222222,17.7010416666667
2018-12-11,8.03241071428571,NA
2018-12-12,NA,NA
2018-12-13,7.91420454545455,16.5354166666667
2018-12-14,7.8070796460177,NA
2018-12-15,7.49965811965812,NA
2018-12-16,7.4910599078341,NA
2018-12-17,7.84178988326848,NA
2018-12-18,7.94330578512397,NA
2018-12-19,7.966484375,NA
2018-12-20,8.071875,16.6164583333333
2018-12-21,8.26739583333333,NA
2018-12-22,8.45705583756345,NA
2018-12-23,8.43814685314685,16.0620833333333
2018-12-24,8.41954861111111,15.9514583333333
2018-12-25,8.41642361111111,16.0735555555556
2018-12-26,8.46690972222222,16.1572916666667
2018-12-27,8.59728222996516,16.32625
2018-12-28,8.47753472222222,NA
2018-12-29,8.41354166666667,17.425625
2018-12-30,8.30493055555556,17.678125
2018-12-31,8.23704861111111,NA
2019-01-01,8.22402777777778,18.7246666666667
2019-01-02,8.08690582959641,19.2070212765957
2019-01-03,9.06147058823529,NA
2019-01-04,9.00255319148936,20.2757446808511
2019-01-05,8.8321186440678,19.425
2019-01-06,8.74696202531646,18.275
2019-01-07,8.43893617021277,17.9241666666667
2019-01-08,8.32008403361345,17.9689583333333
2019-01-09,8.36345991561181,18.0020833333333
2019-01-10,7.94131914893617,17.473125
2019-01-11,7.9341592920354,16.9620833333333
2019-01-12,NA,16.7772916666667
2019-01-13,NA,17.12625
2019-01-14,NA,17.184375
2019-01-15,NA,16.7883333333333
2019-01-16,NA,16.4233333333333
2019-01-17,8.13958333333333,16.1066666666667
2019-01-18,8.17496503496504,16.1420833333333
2019-01-19,8.44684027777778,16.50125
2019-01-20,8.66418118466899,16.75375
2019-01-21,8.37284722222222,15.9291666666667
2019-01-22,8.43256944444444,15.635
2019-01-23,8.76069444444444,16.061875
2019-01-24,9.00979166666667,16.8745833333333
2019-01-25,9.07582456140351,16.5741666666667
2019-01-26,8.74836805555556,15.9447916666667
2019-01-27,8.60979166666667,15.543125
2019-01-28,8.7791637630662,15.0141666666667
2019-01-29,8.81211267605634,14.9485416666667
2019-01-30,8.84623693379791,14.69125
2019-01-31,8.93671875,NA
2019-02-01,9.13835664335664,14.2647916666667
2019-02-02,9.395,14.9031914893617
2019-02-03,9.55204946996466,15.3170833333333
2019-02-04,9.59507092198582,15.6367391304348
2019-02-05,9.60992700729927,16.0116666666667
2019-02-06,9.5723487544484,16.430625
2019-02-07,9.53900709219858,16.9466666666667
2019-02-08,9.52557553956835,17.4963829787234
2019-02-09,9.54422535211268,NA
2019-02-10,9.54204861111111,17.3239583333333
2019-02-11,9.43777777777778,NA
2019-02-12,9.19746527777778,18.6534782608696
2019-02-13,9.13722222222222,19.2212765957447
2019-02-14,9.01559829059829,17.74
2019-02-15,9.01914893617021,17.7985416666667
2019-02-16,8.99987068965517,18.0289583333333
2019-02-17,9.02353711790393,NA
2019-02-18,9.00564655172414,NA
2019-02-19,8.99320346320346,NA
2019-02-20,8.97969162995595,19.8641666666667
2019-02-21,8.90931623931624,NA
2019-02-22,8.77599137931034,20.72875
2019-02-23,8.69163793103448,NA
2019-02-24,8.56183406113537,NA
2019-02-25,8.56374485596708,21.6954347826087
2019-02-26,8.43419014084507,20.329375
2019-02-27,8.33722807017544,19.9979166666667
2019-02-28,8.36448648648649,NA
2019-03-01,8.46590062111801,NA
2019-03-02,8.43733333333333,21.1779166666667
2019-03-03,8.35572916666667,21.2014583333333
2019-03-04,8.30777777777778,21.383125
2019-03-05,7.71135416666667,20.4075
2019-03-06,7.26635416666667,19.13625
2019-03-07,6.95065972222222,18.6
2019-03-08,7.11684027777778,NA
2019-03-09,7.54944444444444,NA
2019-03-10,7.94222222222222,NA
2019-03-11,8.20566433566434,20.4942222222222
2019-03-12,8.39825910931174,NA
2019-03-13,8.37749128919861,21.625625
2019-03-14,8.4384965034965,21.4787234042553
2019-03-15,8.54301507537688,NA
2019-03-16,8.78640845070423,22.4091666666667
2019-03-17,8.44878472222222,21.3689583333333
2019-03-18,8.06086805555556,20.3666666666667
2019-03-19,7.69239583333333,19.9508333333333
2019-03-20,7.25149305555556,19.4652083333333
2019-03-21,7.65270833333333,19.5754166666667
2019-03-22,7.89958333333333,19.624375
2019-03-23,7.98757894736842,19.734375
2019-03-24,8.18760416666667,20.0682608695652
2019-03-25,8.43270833333333,20.7846808510638
2019-03-26,8.70827464788732,NA
2019-03-27,8.66715277777778,21.0591666666667
2019-03-28,8.445,20.4845652173913
2019-03-29,8.49246527777778,20.72625
2019-03-30,8.5177,NA
2019-03-31,NA,21.6352083333333
2019-04-01,8.68258426966292,NA
2019-04-02,8.01349206349206,NA
2019-04-03,7.98631578947368,20.9308333333333
2019-04-04,8.15767361111111,21.1428260869565
2019-04-05,8.42260416666667,21.8052083333333
2019-04-06,8.60993055555556,22.2082222222222
2019-04-07,8.65569444444444,22.8017777777778
2019-04-08,8.62782407407407,NA
2019-04-09,8.43305555555555,24.59875
2019-04-10,8.37199300699301,24.4944680851064
2019-04-11,8.32694444444444,24.5832608695652
2019-04-12,8.29086805555556,NA
2019-04-13,8.23666666666667,25.6463829787234
2019-04-14,8.11399305555556,25.9910416666667
2019-04-15,7.87854166666667,25.2802083333333
2019-04-16,7.84965277777778,24.7610638297872
2019-04-17,7.6856204379562,24.7575
2019-04-18,7.67128472222222,24.966875
2019-04-19,7.58805555555556,25.1239130434783
2019-04-20,6.92305555555556,24.0385416666667
2019-04-21,6.97965277777778,23.73
2019-04-22,7.08229166666667,23.7822916666667
2019-04-23,7.14232638888889,23.9959574468085
2019-04-24,7.33173611111111,24.3802083333333
2019-04-25,7.50181818181818,NA
2019-04-26,7.66701388888889,25.2173913043478
2019-04-27,7.43152777777778,24.9139583333333
2019-04-28,7.33628472222222,25.208125
2019-04-29,7.45489583333333,25.8145833333333
2019-04-30,7.6446875,26.1429166666667
2019-05-01,7.64795138888889,26.42875
2019-05-02,7.59368055555556,26.644375
2019-05-03,7.60209059233449,26.821875
2019-05-04,7.53697916666667,27.1529166666667
2019-05-05,7.34920138888889,27.2704166666667
2019-05-06,6.54402777777778,26.78375
2019-05-07,6.87496527777778,27.4764583333333
2019-05-08,7.17538194444444,27.8277083333333
2019-05-09,7.08380710659898,NA
2019-05-10,7.14711805555556,27.8517021276596
2019-05-11,7.16565972222222,28.2726086956522
2019-05-12,7.31305263157895,28.7010638297872
2019-05-13,7.1503125,28.5645833333333
2019-05-14,6.50212355212355,28.3162222222222
2019-05-15,6.34547368421053,28.4130434782609
2019-05-16,6.46798611111111,28.3736170212766
2019-05-17,6.58090277777778,28.483125
2019-05-18,6.67006944444444,28.7241666666667
2019-05-19,6.61524305555556,28.684375
2019-05-20,6.72788194444444,29.0722916666667
2019-05-21,6.96152777777778,29.4051111111111
2019-05-22,7.10982638888889,29.795625
2019-05-23,6.97446886446886,29.7444444444444
2019-05-24,6.54980263157895,NA
2019-05-25,NA,NA
2019-05-26,6.59576388888889,29.9925
2019-05-27,6.66770833333333,30.38
2019-05-28,6.71114583333333,30.6230434782609
2019-05-29,6.16732638888889,30.5155319148936
2019-05-30,6.17256944444444,30.746875
2019-05-31,6.33059027777778,30.9657777777778
2019-06-01,6.15347222222222,30.87
2019-06-02,6.21368055555556,31.081875
2019-06-03,6.35388571428571,NA
2019-06-04,6.27715277777778,31.4904255319149
2019-06-05,5.88581881533101,31.4384444444444
2019-06-06,5.74430769230769,NA
2019-06-07,5.36901960784314,NA
2019-06-08,5.13874074074074,NA
2019-06-09,5.132,NA
2019-06-10,5.14939189189189,NA
2019-06-11,5.6477397260274,NA
2019-06-12,5.74447552447552,NA
2019-06-13,5.3033064516129,NA
2019-06-14,5.41945945945946,NA
2019-06-15,5.74873417721519,NA
2019-06-16,5.82728,NA
2019-06-17,6.30935064935065,NA
2019-06-18,6.16430463576159,NA
2019-06-19,6.16556701030928,NA
2019-06-20,5.57684563758389,NA
2019-06-21,6.46220125786164,NA
2019-06-22,6.99350318471338,NA
2019-06-23,7.12188311688312,NA
2019-06-24,5.35489510489511,NA
2019-06-25,4.56123287671233,NA
2019-06-26,6.91819875776398,NA
2019-06-27,6.58690721649485,NA
2019-06-28,NA,NA
2019-06-29,5.92039735099338,NA
2019-06-30,5.5662091503268,NA
2019-07-01,5.98414012738854,NA
2019-07-02,6.00274647887324,NA
2019-07-03,6.06647058823529,NA
2019-07-04,5.7700826446281,NA
2019-07-05,5.061875,NA
2019-07-06,4.80275862068966,NA
2019-07-07,4.72057142857143,NA
2019-07-08,4.64409722222222,NA
2019-07-09,5.07224,NA
2019-07-10,5.20314285714286,NA
2019-07-11,5.17114649681529,NA
2019-07-12,4.89228758169935,NA
2019-07-13,4.8396,NA
2019-07-14,5.2506875,NA
2019-07-15,5.70255924170616,NA
2019-07-16,5.56954861111111,32.1941666666667
2019-07-17,5.419,NA
2019-07-18,4.48774390243902,NA
2019-07-19,5.10263888888889,32.0729787234043
2019-07-20,4.91591194968554,NA
2019-07-21,5.02601156069364,NA
2019-07-22,4.57385620915033,NA
2019-07-23,4.98,31.7622916666667
2019-07-24,4.87473958333333,NA
2019-07-25,4.83352941176471,NA
2019-07-26,4.65484693877551,NA
2019-07-27,4.74612903225806,NA
2019-07-28,5.37639751552795,NA
2019-07-29,5.38311881188119,NA
2019-07-30,5.94216216216216,NA
2019-07-31,6.60103225806452,NA
2019-08-01,6.68722972972973,NA
2019-08-02,5.98914893617021,NA
2019-08-03,5.71075862068966,NA
2019-08-04,6.42905063291139,NA
2019-08-05,6.58704402515723,NA
2019-08-06,6.40409090909091,NA
2019-08-07,6.10315068493151,NA
2019-08-08,5.62291390728477,NA
2019-08-09,6.07659722222222,NA
2019-08-10,6.37191176470588,NA
2019-08-11,6.36111801242236,NA
2019-08-12,4.34809523809524,NA
2019-08-13,NA,NA
2019-08-14,5.78448979591837,NA
2019-08-15,5.11815602836879,NA
2019-08-16,4.62247787610619,NA
2019-08-17,4.92313131313131,NA
2019-08-18,4.83093023255814,NA
2019-08-19,4.94650684931507,NA
2019-08-20,5.42918699186992,NA
2019-08-21,5.45917808219178,NA
2019-08-22,5.88842465753425,NA
2019-08-23,6.30181208053691,NA
2019-08-24,6.21506756756757,NA
2019-08-25,6.07162962962963,NA
2019-08-26,5.59251908396947,NA
2019-08-27,5.529,NA
2019-08-28,5.58836206896552,NA
2019-08-29,6.0325,NA
2019-08-30,5.40055555555556,NA
2019-08-31,4.99943661971831,NA
2019-09-01,5.27195945945946,NA
2019-09-02,5.17412162162162,NA
2019-09-03,5.31614864864865,NA
2019-09-04,5.673203125,NA
2019-09-05,NA,NA
2019-09-06,NA,NA
2019-09-07,NA,NA
2019-09-08,6.378125,NA
2019-09-09,6.49063829787234,NA
2019-09-10,6.35161971830986,NA
2019-09-11,6.084375,NA
2019-09-12,5.93223880597015,NA
2019-09-13,5.62129496402878,NA
2019-09-14,5.5777304964539,NA
2019-09-15,5.73693430656934,NA
2019-09-16,5.85027972027972,NA
2019-09-17,6.00888888888889,NA
2019-09-18,6.05769230769231,NA
2019-09-19,5.80740458015267,NA
2019-09-20,6.00085714285714,NA
2019-09-21,5.93701492537313,NA
2019-09-22,5.93768656716418,NA
2019-09-23,5.95485714285714,NA
2019-09-24,5.938671875,NA
2019-09-25,6.31640287769784,NA
2019-09-26,6.65485294117647,NA
2019-09-27,6.6684496124031,NA
2019-09-28,6.281,NA
2019-09-29,5.56294117647059,NA
2019-09-30,5.91571428571429,NA
2019-10-01,5.7855303030303,NA
2019-10-02,5.65338028169014,NA
2019-10-03,5.69884892086331,NA
2019-10-04,5.51194244604317,NA
2019-10-05,5.88769230769231,NA
2019-10-06,5.74351648351648,NA
2019-10-07,5.79901234567901,NA
2019-10-08,5.89121212121212,NA
2019-10-09,5.78874125874126,27.7295744680851
2019-10-10,5.83444444444444,27.4991666666667
2019-10-11,5.98538194444444,27.3066666666667
2019-10-12,5.98697916666667,27.1641666666667
2019-10-13,6.02121527777778,27.1316666666667
2019-10-14,5.99864583333333,27.2075
2019-10-15,6.10711805555556,NA
2019-10-16,5.99309027777778,27.2820833333333
2019-10-17,5.95173611111111,27.07
2019-10-18,5.67579861111111,26.46375
2019-10-19,5.76756944444444,25.9347916666667
2019-10-20,6.13170138888889,25.9974468085106
2019-10-21,6.29243055555556,26.0641666666667
2019-10-22,6.25478494623656,NA
2019-10-23,NA,NA
2019-10-24,NA,NA
2019-10-25,NA,NA
2019-10-26,NA,NA
