model,interval,siteID,runStartDate,runEndDate,ensemble,air_temperature,air_pressure,relative_humidity,surface_downwelling_longwave_flux_in_air,surface_downwelling_shortwave_flux_in_air,precipitation_flux,specific_humidity,cloud_area_fraction,wind_speed,time,latitude,longitude
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,289.5953674316406,98498.375,0.8325331807136536,367,18,4.6296295295178425e-6,0.009886442683637142,1,4.652035236358643,2021-05-05T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,293.4449768066406,98882.6875,0.41729000210762024,316.078857421875,744,0,0.006271027494221926,0.2800000011920929,6.28375768661499,2021-05-05T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,287.1617431640625,99156.078125,0.6219999194145203,302,534,0,0.006261109374463558,0,3.009570360183716,2021-05-06T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,280.7000427246094,99368.515625,0.8342326283454895,273,0,0,0.005447959527373314,0,2.020226240158081,2021-05-06T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,283.0651550292969,99451.3046875,0.7089028358459473,261,40,0,0.005427920259535313,0,1.2028089761734009,2021-05-06T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,291.8000183105469,99044.7265625,0.38535967469215393,294,711,0,0.005215906538069248,0.75,2.755686044692993,2021-05-06T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,284.1739501953125,98680.7578125,0.8863569498062134,360.32537841796875,207,2.546296309446916e-5,0.0073733944445848465,1,2.6047475337982178,2021-05-07T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,280.9483337402344,98349.1796875,0.9774960875511169,350,0,1.8935183470603079e-4,0.006564285606145859,1,2.685577869415283,2021-05-07T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,278.5483093261719,98185.2890625,0.9678568840026855,340.190673828125,2,3.5648149787448347e-4,0.005516091827303171,1,4.697457313537598,2021-05-07T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,285.1586608886719,98144.1328125,0.6730000376701355,332,227,3.703703623614274e-5,0.006003103218972683,1,4.8624162673950195,2021-05-07T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,282.5213623046875,98432.875,0.6513077020645142,335,161,3.2407406251877546e-5,0.0048561920411884785,0.9300000071525574,5.828535556793213,2021-05-08T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,278.64599609375,98624.453125,0.5065242648124695,255.4600830078125,0,0,0.0028889242094010115,0.019999999552965164,5.932193756103516,2021-05-08T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,279.7674560546875,98797.1171875,0.5367791652679443,238,42,0,0.0033031601924449205,0,7.6652913093566895,2021-05-08T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,287.5055847167969,98728.53125,0.3292807638645172,258,790,0,0.0033980263397097588,0,8.689154624938965,2021-05-08T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,282.9854431152344,98923.3046875,0.5018015503883362,287.921142578125,500,0,0.003838416887447238,0.7099999785423279,3.970099925994873,2021-05-09T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,276.7017822265625,99251.0390625,0.7448130249977112,250,0,0,0.003686243901029229,0,3.1954073905944824,2021-05-09T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,278.1224060058594,99442.4296875,0.5251583456993103,239,44,0,0.002864300739020109,0.10000000149011612,4.1845526695251465,2021-05-09T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,289.2572937011719,99320.2265625,0.25806140899658203,252,804,0,0.002961905673146248,0,4.745362758636475,2021-05-09T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,284.22137451171875,99253.3046875,0.5380198359489441,272,557,0,0.004455998539924622,0,1.9465728998184204,2021-05-10T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,278.20001220703125,99379.1015625,0.7089459896087646,263,0,0,0.0038925763219594955,0.09000000357627869,1.3207252025604248,2021-05-10T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,281.73944091796875,99523.03125,0.6326667666435242,312,12,0,0.004424527287483215,0.7099999785423279,1.6374082565307617,2021-05-10T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,289.70001220703125,99178.765625,0.49392396211624146,340,354,4.6296296204673126e-5,0.005849803797900677,0.8799999952316284,2.6598620414733887,2021-05-10T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,283.35400390625,99154.6015625,0.8821508288383484,364,39,1.851851811807137e-5,0.006913101300597191,1,2.713913679122925,2021-05-11T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,279.1108093261719,99263.0859375,0.9737139344215393,345,0,9.259259059035685e-6,0.00570807047188282,1,0.9776891469955444,2021-05-11T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,281.3000183105469,99416.6484375,0.9260360598564148,341,4,4.6296295295178425e-6,0.006299907341599464,0.9900000095367432,1.7294973134994507,2021-05-11T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,281.2190856933594,99503.8125,0.9193456172943115,351.4051513671875,49,4.166666985838674e-5,0.006214312743395567,1,1.284077763557434,2021-05-11T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,281.93487548828125,99618.875,0.9491005539894104,353,32,5.092592618893832e-5,0.006728749256581068,0.9900000095367432,1.066730260848999,2021-05-12T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,280.6864929199219,99761.265625,0.9274751543998718,342,0,0,0.006029579788446426,0.8700000047683716,0.3161099851131439,2021-05-12T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,282.20001220703125,99910.140625,0.9070000648498535,308.000244140625,22,0,0.00652655865997076,0.5799999833106995,1.3263955116271973,2021-05-12T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,292.70001220703125,99710.515625,0.5751085877418518,351,536,0,0.008193588815629482,1,5.146241188049316,2021-05-12T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,290.8157653808594,99363.8671875,0.8222604990005493,366,364,4.166666985838674e-5,0.010461412370204926,1,3.430924892425537,2021-05-13T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,288.0473327636719,99330.8125,0.9891995787620544,353.809326171875,0,1.6203703125938773e-4,0.010553020052611828,1,2.4028074741363525,2021-05-13T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,289.9462585449219,99174.125,0.9671623110771179,350,31,4.166666985838674e-5,0.011676923371851444,0.9200000166893005,3.249279022216797,2021-05-13T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,299.09442138671875,98998.96875,0.7672021985054016,384,599,8.796295878710225e-5,0.01630997844040394,0.9900000095367432,3.6975927352905273,2021-05-13T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,291.5809326171875,98997.1171875,0.939690113067627,401,212,2.824073890224099e-4,0.012607683427631855,1,1.7985455989837646,2021-05-14T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,287.4618835449219,99356.2421875,0.955106794834137,340,0,4.6296295295178425e-6,0.009804274886846542,0.4300000071525574,3.549987316131592,2021-05-14T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,286.6427001953125,99573.53125,0.921090304851532,296,44,0,0.008941018022596836,0.019999999552965164,1.5688835382461548,2021-05-14T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,298.0696716308594,99470.859375,0.38128194212913513,314,772,0,0.0075501068495213985,0.5,1.8548136949539185,2021-05-14T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,291.2000427246094,99402.7578125,0.8228412866592407,369,447,4.166666985838674e-5,0.01072278805077076,0.9599999785423279,1.1626008749008179,2021-05-15T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,288.2157897949219,99435.203125,0.9902657270431519,382.05584716796875,0,3.51851835148409e-4,0.010669160634279251,1,2.3730053901672363,2021-05-15T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,286.68096923828125,99611.4921875,0.9944468140602112,382,1,3.2870369614101946e-4,0.009677802212536335,1,1.8323657512664795,2021-05-15T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,290.2895202636719,99720.1875,0.8388420939445496,384,174,1.3888889043300878e-5,0.010285234078764915,1,2.024897813796997,2021-05-15T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,288.8621520996094,99708.28125,0.9041589498519897,373,218,4.6296295295178425e-6,0.01012300793081522,0.800000011920929,1.7994869947433472,2021-05-16T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,286.0172119140625,99804.8515625,0.9859551191329956,337,0,0,0.009167555719614029,0.6100000143051147,1.3388564586639404,2021-05-16T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,287.55401611328125,99897.4765625,0.9251329898834229,368,21,0,0.009499871172010899,1,1.5565026998519897,2021-05-16T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,292.174560546875,99791.9921875,0.7370464205741882,384,321,0,0.010166325606405735,1,2.9277396202087402,2021-05-16T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-05-17T00,ens00,292.54876708984375,99477.6875,0.8285818696022034,378,392,0,0.011746823787689209,0.8899999856948853,2.781395196914673,2021-05-17T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,282.0320739746094,98617.5234375,0.7057974934577942,NA,NA,NA,0.005082875024527311,NA,6.787349224090576,2021-05-01T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,279.006103515625,98918.3984375,0.47102028131484985,248,0,0,0.002745889825746417,0,7.194131851196289,2021-05-01T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,279.4021911621094,99403.03125,0.45991000533103943,240,36,0,0.0027420625556260347,0,6.621217727661133,2021-05-01T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,291.6044616699219,99095.1328125,0.21350152790546417,253,788,0,0.0028490435797721148,0,3.0805962085723877,2021-05-01T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,286.1315612792969,98824.921875,0.5323032140731812,285,537,0,0.005023440811783075,0,0.87840735912323,2021-05-02T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,285.8236389160156,98685.25,0.491417795419693,309.190673828125,0,0,0.004550146870315075,0.33000001311302185,2.647150754928589,2021-05-02T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,287.8999938964844,98587.84375,0.6550601720809937,331,28,0,0.006959297228604555,0.6100000143051147,2.578549385070801,2021-05-02T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,300.0352478027344,98524.875,0.36333325505256653,336,739,0,0.008164518512785435,0.14000000059604645,4.172580718994141,2021-05-02T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,292.9743347167969,98361.765625,0.6178134083747864,355,481,0,0.009080914780497551,0.6299999952316284,3.494493007659912,2021-05-03T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,289.32366943359375,98360.875,0.7168911099433899,332.05584716796875,0,0,0.008371036499738693,0.8199999928474426,3.62412691116333,2021-05-03T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,288.5446472167969,98330.5390625,0.9390000104904175,381,3,1.851851811807137e-5,0.010447624139487743,1,1.7459006309509277,2021-05-03T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,293.03875732421875,98102.25,0.9102887511253357,387,80,6.481481250375509e-5,0.01350498665124178,1,4.3601226806640625,2021-05-03T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,293.4906921386719,98075.9375,0.7793042063713074,390,108,1.851851811807137e-5,0.01188134215772152,1,3.9971742630004883,2021-05-04T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,291.3559265136719,98238.4921875,0.8831263780593872,382,0,9.259259059035685e-6,0.011766857467591763,1,2.745002031326294,2021-05-04T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,292.0517272949219,98454.4921875,0.8770000338554382,347,35,0,0.01218219194561243,0.25,2.212498188018799,2021-05-04T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,303.2966003417969,98257.0390625,0.4891332983970642,391,607,0,0.013364842161536217,0.7799999713897705,3.8887979984283447,2021-05-04T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,297.5769348144531,97890.421875,0.7286191582679749,410,420,3.703703623614274e-5,0.01429316122084856,0.9100000262260437,1.958969235420227,2021-05-05T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,290.669677734375,98002.1640625,0.9497255086898804,383,0,5.879629752598703e-4,0.01215094979852438,0.9100000262260437,2.4110946655273438,2021-05-05T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,288.2394714355469,98270.9609375,0.9210472702980042,377,13,2.5462961639277637e-4,0.010052532888948917,1,6.25868034362793,2021-05-05T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,292.63739013671875,98739.9921875,0.4071979224681854,328,638,4.6296295295178425e-6,0.00582725927233696,0.3799999952316284,7.534365177154541,2021-05-05T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,287.958251953125,99024.5,0.5217124223709106,301,534,0,0.005534179508686066,0,3.9144020080566406,2021-05-06T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,280.57086181640625,99408.359375,0.6962005496025085,273,0,0,0.004502214025706053,0.27000001072883606,1.42067289352417,2021-05-06T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,283.251708984375,99400.3046875,0.6108368635177612,275.4600830078125,32,0,0.004736276343464851,0.800000011920929,1.369562029838562,2021-05-06T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,291.6259460449219,99095.96875,0.347089946269989,297,701,0,0.004642948508262634,0.9800000190734863,3.512162685394287,2021-05-06T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,286.80230712890625,98760.7890625,0.5175765752792358,335.24749755859375,335,0,0.005106507334858179,1,4.322916030883789,2021-05-07T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,281.52001953125,98444.15625,0.9858571887016296,335,0,1.2962962500751019e-4,0.006877445615828037,1,0.8627991080284119,2021-05-07T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,279.3000183105469,97970.2734375,0.9701263904571533,345,1,7.083333330228925e-4,0.0058383634313941,1,6.887970447540283,2021-05-07T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,280.51904296875,98042.203125,0.9576603174209595,338,49,7.4074073927477e-4,0.00626380555331707,1,7.122879981994629,2021-05-07T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,281.4190673828125,98382.0390625,0.8997377753257751,323.32537841796875,115,5.092592618893832e-5,0.006235333159565926,0.8999999761581421,1.8690593242645264,2021-05-08T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,279.20001220703125,98671.2109375,0.715999960899353,269.3822021484375,0,1.3888889043300878e-5,0.004244835115969181,0.23000000417232513,7.246352672576904,2021-05-08T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,281.6141662597656,99109.4609375,0.530437707901001,249,42,0,0.0036919552367180586,0,7.017979621887207,2021-05-08T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,290.9032897949219,99197.75,0.34086668491363525,270,786,0,0.004351950250566006,0.03999999910593033,6.265341758728027,2021-05-08T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,287.51568603515625,99330.1015625,0.6645717620849609,337,334,0,0.006835216656327248,0.7300000190734863,1.652520775794983,2021-05-09T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,282.0572204589844,99515.3046875,0.8184754848480225,311.4051513671875,0,0,0.0058538238517940044,0.6600000262260437,0.7555037140846252,2021-05-09T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,285.1540832519531,99612.5859375,0.7230000495910645,348,12,0,0.006353459320962429,0.9900000095367432,1.7924790382385254,2021-05-09T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,298.5000915527344,99174.1171875,0.4096866548061371,350,580,0,0.008352416567504406,0.6499999761581421,5.380553722381592,2021-05-09T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,289.9596862792969,98954.078125,0.9158300161361694,390,177,9.259259059035685e-6,0.011087263002991676,1,0.7180694341659546,2021-05-10T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,288.105712890625,98895.171875,0.8537740111351013,341,0,0,0.009175223298370838,0.5099999904632568,3.779020071029663,2021-05-10T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,291.20001220703125,98969.6875,0.8439952731132507,356,31,4.6296295295178425e-6,0.011048735119402409,0.7900000214576721,2.370189666748047,2021-05-10T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,300.6827087402344,98686.9765625,0.5811700224876404,386,551,0,0.013587700203061104,0.38999998569488525,2.634488582611084,2021-05-10T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,293.341552734375,98614.75,0.7281935811042786,410,269,1.5740741218905896e-4,0.01093382015824318,0.9399999976158142,7.555440902709961,2021-05-11T00:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,290.78662109375,98507.140625,0.9817153215408325,384,0,5.555555690079927e-4,0.012591777369379997,1,2.8701364994049072,2021-05-11T06:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,292.9079284667969,98444.6015625,0.9462607502937317,358,32,6.0185189795447513e-5,0.013879867270588875,0.8600000143051147,2.264289140701294,2021-05-11T12:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,300.2090148925781,98369.25,0.5571333169937134,387,603,5.092592618893832e-5,0.012702812440693378,1,7.169465065002441,2021-05-11T18:00:00Z,38.89332,281.85321999999996
NOAAGEFS,6hr,POSE,2021-05-01T00,2021-06-05T00,ens01,293.6585998535156,98390.4453125,0.9028486013412476,390,304,1.0648147872416303e-4,0.013880684040486813,0.9900000095367432,2.5193681716918945,2021-05-12T00:00:00Z,38.89332,281.85321999999996
