model,interval,siteID,runStartDate,runEndDate,ensemble,air_temperature,air_pressure,relative_humidity,surface_downwelling_longwave_flux_in_air,surface_downwelling_shortwave_flux_in_air,precipitation_flux,specific_humidity,cloud_area_fraction,wind_speed,time,latitude,longitude
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.8000183105469,101285.3125,0.8242326378822327,388,0,0,0.014035911299288273,0.7099999785423279,1.486313819885254,2021-05-06T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,296.4651794433594,101278.5,0.8029028177261353,377,14,0,0.01423766277730465,0.5699999928474426,1.55178964138031,2021-05-06T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,301.6000061035156,101177.5234375,0.6473596692085266,410,498,2.1759260562248528e-4,0.015593516640365124,1,3.47707462310791,2021-05-06T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,298.5739440917969,100989.5546875,0.7103569507598877,404.32537841796875,471,2.467592421453446e-4,0.014336267486214638,0.5299999713897705,3.893446445465088,2021-05-07T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.1483459472656,100984.3828125,0.9184960722923279,378,0,0,0.01508698146790266,0.009999999776482582,2.8271172046661377,2021-05-07T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,294.84832763671875,101030.0859375,0.844856858253479,367.190673828125,19,4.6296295295178425e-6,0.013606994412839413,0.07999999821186066,2.9610280990600586,2021-05-07T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,302.3586730957031,101054.53125,0.32600003480911255,363,757,0,0.00817931443452835,0,5.168982028961182,2021-05-07T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,296.6213684082031,101056.875,0.42230767011642456,343,594,0,0.007545686326920986,0,3.3074402809143066,2021-05-08T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,290.2460021972656,101397.25,0.49652424454689026,314.4600830078125,0,0,0.005955207161605358,0,2.6977651119232178,2021-05-08T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,288.8674621582031,101597.1171875,0.5797791481018066,293,22,0,0.006358230020850897,0,3.089712619781494,2021-05-08T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,300.8055725097656,101549.3359375,0.24528075754642487,318,779,0,0.005586159415543079,0,2.378675937652588,2021-05-08T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,294.7854309082031,101467.3046875,0.5378015041351318,345.921142578125,585,0,0.008565098978579044,0,3.9183733463287354,2021-05-09T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,289.2017822265625,101663.8359375,0.804813027381897,325,0,0,0.009025461971759796,0,1.1157526969909668,2021-05-09T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,291.3223876953125,101752.828125,0.8221583366394043,325,20,0,0.010546130128204823,0.019999999552965164,1.6980518102645874,2021-05-09T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,305.3572998046875,101662.625,0.28506138920783997,359,753,0,0.008441600948572159,0.10999999940395355,1.3196477890014648,2021-05-09T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,298.6213684082031,101587.7109375,0.49701985716819763,380,575,0,0.009973568841814995,0.10000000149011612,4.366217613220215,2021-05-10T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,292.70001220703125,101695.8984375,0.7069460153579712,350,0,0,0.009885353036224842,0,2.575777292251587,2021-05-10T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,293.1394348144531,101782.234375,0.780666708946228,337,21,0,0.011217581108212471,0,2.1040587425231934,2021-05-10T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,307,101663.5625,0.2759239673614502,368,759,0,0.0089650247246027,0,1.9721670150756836,2021-05-10T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,300.9540100097656,101508.203125,0.44915077090263367,394,578,0,0.010352380573749542,0,1.5026344060897827,2021-05-11T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,294.8108215332031,101671.0859375,0.7217138409614563,369,0,0,0.011509363539516926,0.019999999552965164,2.226660966873169,2021-05-11T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.1000061035156,101655.0546875,0.8070360422134399,359,21,0,0.013114306144416332,0.23999999463558197,3.059232711791992,2021-05-11T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,307.6191101074219,101535.8125,0.3233456015586853,390.4051513671875,721,0,0.01090157125145197,0.8899999856948853,2.51226544380188,2021-05-11T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,302.43487548828125,101508.4765625,0.46710050106048584,424,487,0,0.011743899434804916,1,2.180696725845337,2021-05-12T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,296.08648681640625,101655.6640625,0.6254751086235046,377,0,0,0.010777323506772518,0.27000001072883606,1.9237725734710693,2021-05-12T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.5,101852.5390625,0.7290000319480896,355.000244140625,21,0,0.0121077885851264,0,0.6133744716644287,2021-05-12T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,309.70001220703125,101710.515625,0.2561085522174835,387,757,0,0.009663295932114124,0,1.5399580001831055,2021-05-12T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,303.8157653808594,101592.6640625,0.3642605245113373,412,569,0,0.009896273724734783,0.3799999952316284,4.064581871032715,2021-05-13T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,296.44732666015625,101726.015625,0.5551995635032654,374.809326171875,0,0,0.009764937683939934,0.3700000047683716,2.056446075439453,2021-05-13T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.3462829589844,101812.5234375,0.7651622891426086,357,21,0,0.012598637491464615,0.33000001311302185,2.32362961769104,2021-05-13T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,309.59442138671875,101736.5703125,0.2682022452354431,387,750,0,0.010060972534120083,0.1599999964237213,1.3794187307357788,2021-05-13T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,302.5809326171875,101592.3125,0.449690043926239,429,470,0,0.011390160769224167,0.6000000238418579,3.689481258392334,2021-05-14T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,296.161865234375,101663.4375,0.6881068348884583,392,0,0,0.011918076314032078,0.8700000047683716,1.4351966381072998,2021-05-14T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.6427001953125,101725.53125,0.7760903239250183,376,14,0,0.01302574947476387,1,2.3829855918884277,2021-05-14T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,309.4696960449219,101678.859375,0.2852819263935089,402,652,0,0.010638353414833546,0.8999999761581421,1.0860625505447388,2021-05-14T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,302.10003662109375,101521.15625,0.45184123516082764,431,417,0,0.011136678978800774,0.949999988079071,4.436365127563477,2021-05-15T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.8157653808594,101689.6015625,0.7642656564712524,381.05584716796875,0,0,0.012967034243047237,0.9100000262260437,2.543503761291504,2021-05-15T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.68096923828125,101790.6875,0.820446789264679,365,17,0,0.01379990205168724,0.8700000047683716,1.7042615413665771,2021-05-15T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,307.58953857421875,101660.9921875,0.3048420548439026,394,712,0,0.010244110599160194,0.7699999809265137,2.73246169090271,2021-05-15T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,301.16217041015625,101580.28125,0.5011588931083679,413,498,0,0.011693576350808144,0.4000000059604645,4.820896625518799,2021-05-16T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,294.5172119140625,101724.8515625,0.8589550852775574,363,0,0,0.013462536036968231,0,2.4404709339141846,2021-05-16T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,295.05401611328125,101851.078125,0.8631329536437988,350,23,0,0.013966795057058334,0.07000000029802322,1.8378148078918457,2021-05-16T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,307.674560546875,101623.9921875,0.24904637038707733,377,764,0,0.008402535691857338,0,2.7875916957855225,2021-05-16T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-05-17T00,ens00,300.3487548828125,101541.6875,0.5085818767547607,393,583,0,0.011316671036183834,0,5.307608604431152,2021-05-17T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,298.2320861816406,101095.9296875,0.7067974805831909,NA,NA,NA,0.013958999887108803,NA,2.37597393989563,2021-05-01T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295.20611572265625,101198.3984375,0.8510202765464783,387,0,0,0.013989088125526905,0.9100000262260437,1.8295239210128784,2021-05-01T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,292.6022033691406,101396.6328125,0.5759100317955017,354,17,0,0.008018777705729008,0.3199999928474426,2.0078377723693848,2021-05-01T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,304.304443359375,101283.9296875,0.3175015151500702,360,728,0,0.008891813457012177,0.3799999952316284,3.238140106201172,2021-05-01T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,297.1315612792969,101234.5234375,0.6423032283782959,396,524,0,0.011844740249216557,0.6700000166893005,4.489715099334717,2021-05-02T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,292.7236328125,101293.25,0.892417848110199,366.190673828125,0,0,0.012567182071506977,0.23000000417232513,1.7830874919891357,2021-05-02T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,294.20001220703125,101266.2421875,0.8680602312088013,364,14,0,0.013402754440903664,0.5899999737739563,2.8874423503875732,2021-05-02T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,304.13525390625,101132.875,0.46333324909210205,395,622,9.259259059035685e-6,0.012901609763503075,0.9800000190734863,3.423987865447998,2021-05-02T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,296.9743347167969,101009.765625,0.830813467502594,410,397,2.962962898891419e-4,0.015241744928061962,1,1.1635160446166992,2021-05-03T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,293.5236511230469,101066.4765625,0.9468910694122314,376.05584716796875,0,0,0.01405620202422142,1,1.4745280742645264,2021-05-03T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,294.4446716308594,101151.3359375,0.9220000505447388,359,16,0,0.014476900920271873,0.5699999928474426,3.0515453815460205,2021-05-03T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,305.7387390136719,101161.453125,0.37828877568244934,387,717,0,0.01152467355132103,0.44999998807907104,4.227077960968018,2021-05-03T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,300.89068603515625,101111.140625,0.5743042230606079,419,487,0,0.013263159431517124,0.44999998807907104,3.4144465923309326,2021-05-04T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,294.8559265136719,101368.0859375,0.9031263589859009,379,0,4.6296295295178425e-6,0.014511613175272942,0.28999999165534973,1.5202438831329346,2021-05-04T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,296.251708984375,101480.09375,0.8530000448226929,376,17,4.6296295295178425e-6,0.014908326789736748,0.6800000071525574,3.2330822944641113,2021-05-04T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,307.6966247558594,101255.4375,0.3331333100795746,400,729,0,0.011314187198877335,0.6200000047683716,4.24973201751709,2021-05-04T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,300.17694091796875,101100.0234375,0.5566191673278809,408,550,0,0.012322206981480122,0.10000000149011612,4.906443119049072,2021-05-05T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295.169677734375,101278.9609375,0.9507254958152771,377,0,0,0.015596017241477966,0.7099999785423279,2.0956051349639893,2021-05-05T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,296.439453125,101368.5546875,0.8660472631454468,384,12,1.3888889043300878e-5,0.01532998401671648,1,2.6698074340820312,2021-05-05T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,303.5373840332031,101368.7890625,0.5641978979110718,402,705,1.759259175742045e-4,0.015167090110480785,0.38999998569488525,4.55040979385376,2021-05-05T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,299.2582702636719,101259.703125,0.7097124457359314,404,554,9.259259240934625e-5,0.014881998300552368,0.07000000029802322,2.8617188930511475,2021-05-06T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,294.9708557128906,101299.5546875,0.9372005462646484,382,0,0,0.015181712806224823,0.23000000417232513,2.011188507080078,2021-05-06T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295.751708984375,101264.3046875,0.9028368592262268,377.4600830078125,13,0,0.015344683080911636,1,1.571230411529541,2021-05-06T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,304.7259216308594,101095.96875,0.43908995389938354,402,649,6.944444612599909e-5,0.012647774070501328,1,6.461526870727539,2021-05-06T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,299.0022888183594,100965.5859375,0.6285766363143921,412.24749755859375,448,9.259259059035685e-6,0.013005360960960388,1,5.678905487060547,2021-05-07T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,296.4200134277344,100927.359375,0.7468571662902832,380,0,0,0.013245739974081516,0.4699999988079071,4.715160846710205,2021-05-07T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295,101008.671875,0.7661263942718506,356,19,0,0.012447884306311607,0,4.086087226867676,2021-05-07T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,301.6190490722656,100994.203125,0.2556602358818054,345,774,0,0.006141182035207748,0,5.023988723754883,2021-05-07T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,296.7190856933594,101033.2421875,0.3767377734184265,334.32537841796875,603,0,0.006769671104848385,0,2.8295366764068604,2021-05-08T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,290.5,101432.8046875,0.5320000052452087,317.3822021484375,0,0,0.006483910139650106,0,1.8216204643249512,2021-05-08T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,290.01416015625,101642.265625,0.49843764305114746,299,22,0,0.005876427050679922,0,2.448739767074585,2021-05-08T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,303.5032653808594,101637.75,0.21586671471595764,323,785,0,0.005743601359426975,0,2.5865182876586914,2021-05-08T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295.9156799316406,101618.1015625,0.505571722984314,355,588,0,0.00861345510929823,0,4.759612083435059,2021-05-09T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,290.8572082519531,101769.703125,0.7684754729270935,335.4051513671875,0,0,0.00956579577177763,0,2.122471332550049,2021-05-09T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,292.5540771484375,101946.9921875,0.784000039100647,328,21,0,0.010843240655958652,0.23000000417232513,2.681400775909424,2021-05-09T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,305.30010986328125,101767.7109375,0.3326866626739502,368,755,0,0.009818118065595627,0.019999999552965164,3.851266860961914,2021-05-09T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,297.7596740722656,101730.078125,0.7148300409317017,412,383,9.259259059035685e-6,0.013636505231261253,0.5899999737739563,4.314687728881836,2021-05-10T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,293.7057189941406,101741.5703125,0.9547740817070007,371,0,0,0.01423993706703186,0,2.0966997146606445,2021-05-10T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295.20001220703125,101851.2890625,0.8839952945709229,363,20,0,0.01443649921566248,0.2199999988079071,1.184449553489685,2021-05-10T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,305.5827331542969,101640.578125,0.4021700620651245,410,642,0,0.012091631069779396,0.28999999165534973,0.8293034434318542,2021-05-10T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,299.08154296875,101563.5546875,0.6721935868263245,430,141,1.3888889043300878e-5,0.013898518867790699,0.8199999928474426,1.9413777589797974,2021-05-11T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,294.78662109375,101611.140625,0.8587153553962708,380,0,0,0.013700051233172417,0,1.499670147895813,2021-05-11T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295.80792236328125,101675,0.8052607774734497,369,21,0,0.013663776218891144,0,1.2678967714309692,2021-05-11T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,307.2090148925781,101481.25,0.36613330245018005,407,698,0,0.012080122716724873,0.18000000715255737,1.162102222442627,2021-05-11T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,300.64862060546875,101318.4453125,0.5948485732078552,446,185,0,0.013518708758056164,0.949999988079071,1.2760140895843506,2021-05-12T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295.64849853515625,101429.3359375,0.7265020608901978,387.79010009765625,0,0,0.012227502651512623,0.23999999463558197,1.7663894891738892,2021-05-12T06:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,295.8000183105469,101479.0234375,0.8019237518310547,365,21,0,0.013626581989228725,0.09000000357627869,2.5515949726104736,2021-05-12T12:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,308.1000061035156,101386.390625,0.31852179765701294,392,749,0,0.011047115549445152,0.17000000178813934,2.020684003829956,2021-05-12T18:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,301.955810546875,101206.953125,0.5119861364364624,417,539,0,0.012563641183078289,0.5799999833106995,2.379248857498169,2021-05-13T00:00:00Z,29.67647,277.99091
NOAAGEFS,6hr,BARC,2021-05-01T00,2021-06-05T00,ens01,296.07659912109375,101434.4296875,0.7176308631896973,388,0,0,0.012396878562867641,0.8399999737739563,1.066861867904663,2021-05-13T06:00:00Z,29.67647,277.99091
