time,ensemble,siteID,oxygen,temperature,obs_flag,forecast,data_assimilation
2021-03-01,57,BARC,8.467166022167548,26.395741437501176,2,1,0
2021-03-01,58,BARC,8.320180482785162,29.819037077225392,2,1,0
2021-03-01,59,BARC,8.931402649480255,36.227136603165206,2,1,0
2021-03-01,60,BARC,8.50441068048323,38.98130647957254,2,1,0
2021-03-01,61,BARC,8.335418787483542,33.478662733151666,2,1,0
2021-03-01,62,BARC,7.6053455955579325,24.322696966564123,2,1,0
2021-03-01,63,BARC,8.541349214144406,30.24826489446065,2,1,0
2021-03-01,64,BARC,8.841220491279524,11.338296012594304,2,1,0
2021-03-01,65,BARC,8.74345125246714,27.040825885412104,2,1,0
2021-03-01,66,BARC,8.428025580722329,30.88944911838533,2,1,0
2021-03-01,67,BARC,8.84024366012671,15.433591404724915,2,1,0
2021-03-01,68,BARC,8.252349327967227,28.54119637576012,2,1,0
2021-03-01,69,BARC,8.245585965897174,22.225763511657146,2,1,0
2021-03-01,70,BARC,7.989614861819595,33.50522862497461,2,1,0
2021-03-01,71,BARC,8.529817724663404,20.955064365626207,2,1,0
2021-03-01,72,BARC,8.651600761051002,36.39321327151472,2,1,0
2021-03-01,73,BARC,8.928347110045229,22.797573595778708,2,1,0
2021-03-01,74,BARC,8.837758488926323,31.886940763394094,2,1,0
2021-03-01,75,BARC,8.591512810535097,25.64514911734976,2,1,0
2021-03-01,76,BARC,8.994243894684528,34.67182809109125,2,1,0
2021-03-01,77,BARC,8.11978955261524,33.16850236367284,2,1,0
2021-03-01,78,BARC,8.613138084583971,38.80654071168307,2,1,0
2021-03-01,79,BARC,8.094994790799992,27.686700557295264,2,1,0
2021-03-01,80,BARC,8.591726490659854,32.53273807071435,2,1,0
2021-03-01,81,BARC,8.223056857565956,28.281262738287158,2,1,0
2021-03-01,82,BARC,9.334535782474752,23.815346276982705,2,1,0
2021-03-01,83,BARC,8.765507747939033,21.18702071625308,2,1,0
2021-03-01,84,BARC,8.360502090293014,26.202101952265508,2,1,0
2021-03-01,85,BARC,8.514690521194323,14.61238854676836,2,1,0
2021-03-01,86,BARC,8.277293880177254,37.76799691183968,2,1,0
2021-03-01,87,BARC,8.535133960729238,27.575917132609177,2,1,0
2021-03-01,88,BARC,8.92812565445637,28.444252253785933,2,1,0
2021-03-01,89,BARC,8.33027959131047,37.1196127789601,2,1,0
2021-03-01,90,BARC,8.625801663663111,15.512752923786909,2,1,0
2021-03-01,91,BARC,8.667697307961692,13.798359350154165,2,1,0
2021-03-01,92,BARC,8.85700527397471,22.877177192512843,2,1,0
2021-03-01,93,BARC,8.336849229045534,43.04991066162928,2,1,0
2021-03-01,94,BARC,8.306402484931656,26.80173119318208,2,1,0
2021-03-01,95,BARC,8.253718949558397,42.34558474921138,2,1,0
2021-03-01,96,BARC,8.107379354432805,20.599748332114377,2,1,0
2021-03-01,97,BARC,7.976987164377239,24.079250234981796,2,1,0
2021-03-01,98,BARC,8.782846270782732,21.5264299155049,2,1,0
2021-03-01,99,BARC,8.184421400700684,28.84539092080532,2,1,0
2021-03-01,100,BARC,8.426652695071374,33.41509409903566,2,1,0
2021-03-01,101,BARC,8.349900930136759,32.459660885188974,2,1,0
2021-03-01,102,BARC,8.649021450908652,17.77654448645179,2,1,0
2021-03-01,103,BARC,7.8603773124124485,19.257869281797753,2,1,0
2021-03-01,104,BARC,8.747407611616632,41.52808588370739,2,1,0
2021-03-01,105,BARC,8.270770909579495,23.530629318860967,2,1,0
2021-03-01,106,BARC,7.954033129175885,39.82069601708431,2,1,0
2021-03-01,107,BARC,8.331022695743938,25.46683225538396,2,1,0
2021-03-01,108,BARC,8.390368906221456,42.47776126497039,2,1,0
2021-03-01,109,BARC,8.233902503541103,41.15095570550213,2,1,0
2021-03-01,110,BARC,8.351360782922066,31.478115024024838,2,1,0
2021-03-01,111,BARC,8.670784181384619,29.779523306169157,2,1,0
2021-03-01,112,BARC,8.300349576436698,29.71972503972698,2,1,0
2021-03-01,113,BARC,8.962227945967614,17.222962535273027,2,1,0
2021-03-01,114,BARC,8.753737269590394,32.46347271175322,2,1,0
2021-03-01,115,BARC,8.6228190181613,33.375306825082504,2,1,0
2021-03-01,116,BARC,8.509521448817049,23.13462231645408,2,1,0
2021-03-01,117,BARC,8.147764975254836,18.9243714060471,2,1,0
2021-03-01,118,BARC,8.479494542015678,22.427718570882064,2,1,0
2021-03-01,119,BARC,7.977964120165563,15.036295526471724,2,1,0
2021-03-01,120,BARC,8.775592665365158,40.23640261248164,2,1,0
2021-03-01,121,BARC,9.02041760576649,24.15300328202915,2,1,0
2021-03-01,122,BARC,8.669519845032617,32.480780962120036,2,1,0
2021-03-01,123,BARC,8.347501624983293,32.149917752113275,2,1,0
2021-03-01,124,BARC,8.672726969881953,35.331655830939305,2,1,0
2021-03-01,125,BARC,8.39013016903183,24.709787215415503,2,1,0
2021-03-01,126,BARC,8.229721264729477,33.68997945003018,2,1,0
2021-03-01,127,BARC,8.343021759207897,31.36406745171569,2,1,0
2021-03-01,128,BARC,8.651894111600328,31.189104326341457,2,1,0
2021-03-01,129,BARC,8.839729239656934,26.42319338483832,2,1,0
2021-03-01,130,BARC,8.529884125343054,25.27338508937694,2,1,0
2021-03-01,131,BARC,9.182728538718688,23.884235808637968,2,1,0
2021-03-01,132,BARC,8.865048325044597,7.555970497379433,2,1,0
2021-03-01,133,BARC,8.783887650114488,10.99398357978552,2,1,0
2021-03-01,134,BARC,8.17109105131605,27.94509342930713,2,1,0
2021-03-01,135,BARC,8.359909332811508,27.85900245038758,2,1,0
2021-03-01,136,BARC,8.40788243582388,36.831508924979175,2,1,0
2021-03-01,137,BARC,8.439060297054256,1.7016925944886945,2,1,0
2021-03-01,138,BARC,8.3423995767241,39.24809290019211,2,1,0
2021-03-01,139,BARC,8.36907378716357,19.852045063744885,2,1,0
2021-03-01,140,BARC,8.762333247314894,20.584795155717167,2,1,0
2021-03-01,141,BARC,8.306727253850038,18.676750719804847,2,1,0
2021-03-01,142,BARC,8.865574037610054,32.284801559698764,2,1,0
2021-03-01,143,BARC,8.072788821753788,34.280964884759086,2,1,0
2021-03-01,144,BARC,8.671622685457523,20.359954901128077,2,1,0
2021-03-01,145,BARC,8.814943538005416,21.958419136941522,2,1,0
2021-03-01,146,BARC,9.150533634335261,16.414686367958687,2,1,0
2021-03-01,147,BARC,8.297056536534312,44.813764597705,2,1,0
2021-03-01,148,BARC,8.919194066421175,27.71356141102648,2,1,0
2021-03-01,149,BARC,8.894080465714152,10.505034327938402,2,1,0
2021-03-01,150,BARC,8.320014913975323,22.485280348870628,2,1,0
2021-03-01,151,BARC,8.731428408326565,26.719110232015577,2,1,0
2021-03-01,152,BARC,8.395069096682061,31.482535284984348,2,1,0
2021-03-01,153,BARC,8.577175960258518,25.910267020951178,2,1,0
2021-03-01,154,BARC,8.651741176401323,21.678013036713917,2,1,0
2021-03-01,155,BARC,8.528712381371477,23.710078658453693,2,1,0
2021-03-01,156,BARC,8.498542512437183,23.720368807748063,2,1,0
2021-03-01,157,BARC,8.675089964453793,19.353959865679787,2,1,0
2021-03-01,158,BARC,8.342158160236734,27.915296094874815,2,1,0
2021-03-01,159,BARC,8.504208617566425,27.268793178269163,2,1,0
2021-03-01,160,BARC,8.767931501312667,21.69337659734072,2,1,0
2021-03-01,161,BARC,8.818706412166254,21.78593966955367,2,1,0
2021-03-01,162,BARC,8.786853925960106,37.482177843426285,2,1,0
2021-03-01,163,BARC,8.619919716480918,28.018026878562075,2,1,0
2021-03-01,164,BARC,8.913118646157665,33.52342808768357,2,1,0
2021-03-01,165,BARC,8.716420986328117,22.252880400351103,2,1,0
2021-03-01,166,BARC,8.374803913249519,37.99810859036282,2,1,0
2021-03-01,167,BARC,8.500061521909515,26.296881922815242,2,1,0
2021-03-01,168,BARC,8.729698668324424,12.547721909078934,2,1,0
2021-03-01,169,BARC,7.973405197850269,22.980978070400226,2,1,0
2021-03-01,170,BARC,8.41955264563323,27.802599035874,2,1,0
2021-03-01,171,BARC,8.392800615700509,26.123663741065826,2,1,0
2021-03-01,172,BARC,8.572390675167766,15.142766380206485,2,1,0
2021-03-01,173,BARC,8.033652553573537,43.423325511050564,2,1,0
2021-03-01,174,BARC,8.316060254310356,37.310826685036,2,1,0
2021-03-01,175,BARC,8.219168073935565,24.481640646102505,2,1,0
2021-03-01,176,BARC,8.4293439336358,36.876406911546624,2,1,0
2021-03-01,177,BARC,7.936547406846742,29.874808796151534,2,1,0
2021-03-01,178,BARC,8.40970605735855,31.556883634539375,2,1,0
2021-03-01,179,BARC,8.631552484282102,26.62246988132438,2,1,0
2021-03-01,180,BARC,8.461267597859036,17.800423850286446,2,1,0
2021-03-01,181,BARC,8.430006389786824,27.223490468395404,2,1,0
2021-03-01,182,BARC,8.592160107365537,28.325183398381576,2,1,0
2021-03-01,183,BARC,8.61817758291181,26.518283112097084,2,1,0
2021-03-01,184,BARC,8.430890184702655,28.961578994324917,2,1,0
2021-03-01,185,BARC,8.997573868572973,20.727813072029445,2,1,0
2021-03-01,186,BARC,8.140242773057363,17.001590279526187,2,1,0
2021-03-01,187,BARC,7.808719294910894,31.40389685287839,2,1,0
2021-03-01,188,BARC,9.177162010776604,24.541865260535744,2,1,0
2021-03-01,189,BARC,8.575745609857162,24.493299716315462,2,1,0
2021-03-01,190,BARC,8.727436017686092,29.242384646223993,2,1,0
2021-03-01,191,BARC,7.937431989243741,24.833814390987605,2,1,0
2021-03-01,192,BARC,8.669938531409192,47.0716679742212,2,1,0
2021-03-01,193,BARC,8.810125823820227,27.43089321469109,2,1,0
2021-03-01,194,BARC,8.789229116768524,35.3475270387133,2,1,0
2021-03-01,195,BARC,8.399343395809701,32.33260433066235,2,1,0
2021-03-01,196,BARC,8.960396665459145,25.53306188600501,2,1,0
2021-03-01,197,BARC,8.695459552535956,33.82963135055313,2,1,0
2021-03-01,198,BARC,8.754279478820212,31.543523526373395,2,1,0
2021-03-01,199,BARC,8.501017992936884,22.807726749169174,2,1,0
2021-03-01,200,BARC,8.868918895304134,23.046228919635823,2,1,0
2021-03-01,201,BARC,8.568616391295082,15.167531019387992,2,1,0
2021-03-01,202,BARC,8.105755990632499,23.725187023290687,2,1,0
2021-03-01,203,BARC,8.628158031645887,29.938809121296714,2,1,0
2021-03-01,204,BARC,8.698161646602681,37.126965977268874,2,1,0
2021-03-01,205,BARC,8.581331180862232,30.400512809307887,2,1,0
2021-03-01,206,BARC,8.584197035006934,32.72977240200593,2,1,0
2021-03-01,207,BARC,8.668422893320006,17.69968212338132,2,1,0
2021-03-01,208,BARC,8.581131881201847,22.764261970035037,2,1,0
2021-03-01,209,BARC,8.536530815515793,39.28335063656476,2,1,0
2021-03-01,210,BARC,8.528345313447067,26.5606826344812,2,1,0
2021-03-01,211,BARC,8.254850814454375,22.054345457353005,2,1,0
2021-03-01,212,BARC,9.125906215832137,29.44217474824686,2,1,0
2021-03-01,213,BARC,8.46290502130845,28.030758440663284,2,1,0
2021-03-01,214,BARC,7.95115760059375,32.28572972080287,2,1,0
2021-03-01,215,BARC,8.86629825629693,30.084237740378274,2,1,0
2021-03-01,216,BARC,8.31913567000732,31.187370901847927,2,1,0
2021-03-01,217,BARC,8.489522711594276,22.760540328778287,2,1,0
2021-03-01,218,BARC,9.143431039738276,28.060704944193223,2,1,0
2021-03-01,219,BARC,8.417623552788744,43.48891597400909,2,1,0
2021-03-01,220,BARC,8.462950660087637,22.954601743130983,2,1,0
2021-03-01,221,BARC,8.191823255896422,35.53946251110537,2,1,0
2021-03-01,222,BARC,7.880170692758645,26.128663295941887,2,1,0
2021-03-01,223,BARC,8.811332560584741,27.525749951072292,2,1,0
2021-03-01,224,BARC,8.894800436865209,29.689842343820235,2,1,0
2021-03-01,225,BARC,8.756227544489846,35.73795028772423,2,1,0
2021-03-01,226,BARC,8.164664425580737,32.968641925334445,2,1,0
2021-03-01,227,BARC,8.545324219892152,27.61695720507445,2,1,0
2021-03-01,228,BARC,8.774730970910337,32.605412328527734,2,1,0
2021-03-01,229,BARC,8.650819780052926,28.603037025752002,2,1,0
2021-03-01,230,BARC,8.195075020205797,29.245850554705285,2,1,0
2021-03-01,231,BARC,8.29995174661245,35.92508488834723,2,1,0
2021-03-01,232,BARC,9.125410622316165,23.822957029058568,2,1,0
2021-03-01,233,BARC,7.988310988821489,40.913617247055,2,1,0
2021-03-01,234,BARC,8.331827312851521,26.823815873105445,2,1,0
2021-03-01,235,BARC,8.44713340867169,22.30496360190277,2,1,0
2021-03-01,236,BARC,8.46610221949929,26.668933742483357,2,1,0
2021-03-01,237,BARC,9.186626286816027,32.037623197498974,2,1,0
2021-03-01,238,BARC,8.896725906534886,33.19776212520884,2,1,0
2021-03-01,239,BARC,8.694394260314791,30.379314064088394,2,1,0
2021-03-01,240,BARC,8.294123628553812,32.864116825991715,2,1,0
2021-03-01,241,BARC,8.681834869836441,18.515554750220524,2,1,0
2021-03-01,242,BARC,8.353526467077232,24.570268073051714,2,1,0
2021-03-01,243,BARC,8.507720453361065,30.68197418767229,2,1,0
2021-03-01,244,BARC,8.265459460934649,24.59443008761055,2,1,0
2021-03-01,245,BARC,8.363427386028441,28.192755799358288,2,1,0
2021-03-01,246,BARC,8.407362792456999,25.509019746642963,2,1,0
2021-03-01,247,BARC,9.253188716797643,26.717727791359764,2,1,0
2021-03-01,248,BARC,8.536329180458315,9.062916903096276,2,1,0
2021-03-01,249,BARC,8.93942946790622,26.074768587035255,2,1,0
2021-03-01,250,BARC,8.472266168210387,36.66246578190358,2,1,0
2021-03-01,251,BARC,9.031066723799125,18.665864494189748,2,1,0
2021-03-01,252,BARC,8.499438954206441,29.184576329930973,2,1,0
2021-03-01,253,BARC,8.519777692403501,40.02123088276121,2,1,0
2021-03-01,254,BARC,9.114203744108709,40.25926776485475,2,1,0
2021-03-01,255,BARC,8.604149123150519,26.28516553938878,2,1,0
2021-03-01,256,BARC,8.697043267479266,21.920646945198772,2,1,0
2021-03-01,257,BARC,9.13348602087447,21.30380890487616,2,1,0
2021-03-01,258,BARC,8.08313829665744,28.430369249561817,2,1,0
2021-03-01,259,BARC,8.441036310150615,13.168607380476928,2,1,0
2021-03-01,260,BARC,8.68759543917622,18.81583046547041,2,1,0
2021-03-01,261,BARC,8.30083118569405,23.945886531665046,2,1,0
2021-03-01,262,BARC,8.796696087250577,16.18065513048863,2,1,0
2021-03-01,263,BARC,8.627621358363967,35.184582431874254,2,1,0
2021-03-01,264,BARC,8.824860086653283,28.16172011783027,2,1,0
2021-03-01,265,BARC,8.358694955594972,13.247476607931338,2,1,0
2021-03-01,266,BARC,8.336614006677179,35.508980528356986,2,1,0
2021-03-01,267,BARC,9.13248052135811,23.116155916024333,2,1,0
2021-03-01,268,BARC,9.004688281112415,29.143231267623015,2,1,0
2021-03-01,269,BARC,8.45730557228752,33.17738433981798,2,1,0
2021-03-01,270,BARC,8.75860874191864,15.598745160035582,2,1,0
2021-03-01,271,BARC,8.173245439709646,14.691682161130311,2,1,0
2021-03-01,272,BARC,8.287191853902918,21.13861429586348,2,1,0
2021-03-01,273,BARC,8.658938511321503,24.284689976741983,2,1,0
2021-03-01,274,BARC,8.471713983928957,32.406569428006385,2,1,0
2021-03-01,275,BARC,8.551916610861012,15.372718186002587,2,1,0
2021-03-01,276,BARC,8.57885346472931,16.38182469293982,2,1,0
2021-03-01,277,BARC,8.503475793244931,14.514016396119052,2,1,0
2021-03-01,278,BARC,8.056924740186332,39.06658716003622,2,1,0
2021-03-01,279,BARC,8.36325052023266,26.231560239803123,2,1,0
2021-03-01,280,BARC,8.921661010759633,36.73756391085021,2,1,0
2021-03-01,281,BARC,8.238012881963357,22.847174853051666,2,1,0
2021-03-01,282,BARC,8.443165289089734,15.114598813528534,2,1,0
2021-03-01,283,BARC,8.524189329709586,41.799734327800095,2,1,0
2021-03-01,284,BARC,8.460188714310732,45.899990018872934,2,1,0
2021-03-01,285,BARC,8.556263365551546,37.3071732586587,2,1,0
2021-03-01,286,BARC,8.692883616103117,24.579541166595845,2,1,0
2021-03-01,287,BARC,8.787777535065981,32.375841154401414,2,1,0
2021-03-01,288,BARC,8.28053094228951,26.000521300701134,2,1,0
2021-03-01,289,BARC,8.205797013253184,33.56854539893233,2,1,0
2021-03-01,290,BARC,8.737678874485637,21.65167855913345,2,1,0
2021-03-01,291,BARC,7.869811568219202,33.89171873762375,2,1,0
2021-03-01,292,BARC,8.554335945561084,22.353158016307862,2,1,0
2021-03-01,293,BARC,8.855495965962552,38.83018496187071,2,1,0
2021-03-01,294,BARC,8.84516743293437,16.548686291237175,2,1,0
2021-03-01,295,BARC,8.25556260355645,27.889479044755948,2,1,0
2021-03-01,296,BARC,8.376684152079337,15.272431174503254,2,1,0
2021-03-01,297,BARC,8.518597790629524,34.77617737734245,2,1,0
2021-03-01,298,BARC,8.519546604416364,28.253571275320006,2,1,0
2021-03-01,299,BARC,8.202117702065008,20.571384229066503,2,1,0
2021-03-01,300,BARC,8.380495148610356,22.9962684771878,2,1,0
2021-03-01,301,BARC,8.964585624276756,39.27121993113642,2,1,0
2021-03-01,302,BARC,8.732743794771537,31.300119685739343,2,1,0
2021-03-01,303,BARC,8.35115604533968,37.80232312027154,2,1,0
2021-03-01,304,BARC,8.183322574074271,32.960238884699606,2,1,0
2021-03-01,305,BARC,8.486413859346586,29.47545952640677,2,1,0
2021-03-01,306,BARC,8.51844560499953,27.40926167575817,2,1,0
2021-03-01,307,BARC,9.286332852684117,22.839659244646757,2,1,0
2021-03-01,308,BARC,7.999086898441317,36.77044938575935,2,1,0
2021-03-01,309,BARC,8.667959707662073,32.834952367496065,2,1,0
2021-03-01,310,BARC,8.47885520602175,28.296682703339457,2,1,0
2021-03-01,311,BARC,8.31001668869898,27.11385023957629,2,1,0
2021-03-01,312,BARC,8.405323939588047,33.31575755128885,2,1,0
2021-03-01,313,BARC,9.070444645200126,19.013150396570875,2,1,0
2021-03-01,314,BARC,8.892113360168267,34.27797910073003,2,1,0
2021-03-01,315,BARC,8.248140008245795,23.500420656174196,2,1,0
2021-03-01,316,BARC,8.481878454031474,33.34983896573885,2,1,0
2021-03-01,317,BARC,8.655420503832596,17.703084994448695,2,1,0
2021-03-01,318,BARC,8.877060005384962,12.114253504885228,2,1,0
2021-03-01,319,BARC,8.819045090845083,31.630459328817473,2,1,0
2021-03-01,320,BARC,8.620969257379771,34.428293127906194,2,1,0
2021-03-01,321,BARC,8.422673131849406,22.313984382794942,2,1,0
2021-03-01,322,BARC,8.60628694570398,24.158816224757985,2,1,0
2021-03-01,323,BARC,8.080481300967673,30.39249441003359,2,1,0
2021-03-01,324,BARC,8.351454855429042,20.43914246151769,2,1,0
2021-03-01,325,BARC,8.157275363625528,40.871799630540394,2,1,0
2021-03-01,326,BARC,8.1831111810315,32.63924196096329,2,1,0
2021-03-01,327,BARC,8.67701736765894,23.978190371838778,2,1,0
2021-03-01,328,BARC,8.236025567222907,32.42710944293783,2,1,0
2021-03-01,329,BARC,7.860128877270143,39.289965350376875,2,1,0
2021-03-01,330,BARC,8.661786854314483,23.265757826954708,2,1,0
2021-03-01,331,BARC,8.903947321804477,14.760838882987265,2,1,0
2021-03-01,332,BARC,8.509241553270423,26.927700075662067,2,1,0
2021-03-01,333,BARC,8.632594196872052,33.76230377981879,2,1,0
2021-03-01,334,BARC,9.065242714815769,25.201214026948318,2,1,0
2021-03-01,335,BARC,8.819557534805144,13.554500199384941,2,1,0
2021-03-01,336,BARC,8.522526546135019,41.43278653341973,2,1,0
2021-03-01,337,BARC,8.491274675408102,36.212070465450125,2,1,0
2021-03-01,338,BARC,8.588092432760215,26.79971342653777,2,1,0
2021-03-01,339,BARC,8.487389210747255,20.26227260225256,2,1,0
2021-03-01,340,BARC,8.824841140223747,21.584928816541247,2,1,0
2021-03-01,341,BARC,8.780468423078412,30.545429769015758,2,1,0
2021-03-01,342,BARC,8.761284301788555,18.927060778703915,2,1,0
2021-03-01,343,BARC,8.269827694917307,33.91414216527705,2,1,0
2021-03-01,344,BARC,8.556410836649246,29.516912900203916,2,1,0
2021-03-01,345,BARC,8.901823231443823,43.00784631536153,2,1,0
2021-03-01,346,BARC,8.715505591355711,30.46192025889761,2,1,0
2021-03-01,347,BARC,8.143731528491385,23.696905619554443,2,1,0
2021-03-01,348,BARC,8.800391264950505,28.812303308420258,2,1,0
2021-03-01,349,BARC,8.462817914241919,21.271850260600846,2,1,0
2021-03-01,350,BARC,8.471240332711917,27.178047093455195,2,1,0
2021-03-01,351,BARC,8.478733733690646,22.981533842034384,2,1,0
2021-03-01,352,BARC,8.425296512984321,7.601398080505683,2,1,0
2021-03-01,353,BARC,9.160927259026405,30.195739017860944,2,1,0
2021-03-01,354,BARC,8.893828182276188,34.84810135390621,2,1,0
2021-03-01,355,BARC,8.392635278416313,28.16568840406425,2,1,0
2021-03-01,356,BARC,8.261066338755208,31.75200404944069,2,1,0
2021-03-01,357,BARC,8.320454448241986,27.616339058162556,2,1,0
2021-03-01,358,BARC,8.343080226589436,24.720882033857677,2,1,0
2021-03-01,359,BARC,9.04213792330093,17.522240818257803,2,1,0
2021-03-01,360,BARC,8.803565319207884,16.65173627507425,2,1,0
2021-03-01,361,BARC,9.287566027191168,33.27743630376955,2,1,0
2021-03-01,362,BARC,8.272585571525791,41.266228062146176,2,1,0
2021-03-01,363,BARC,8.043609276848034,9.335915630045143,2,1,0
2021-03-01,364,BARC,8.743327266150844,23.382451200443807,2,1,0
2021-03-01,365,BARC,8.378514412374502,18.222471464762645,2,1,0
2021-03-01,366,BARC,8.65971922075697,24.072176825985178,2,1,0
2021-03-01,367,BARC,9.005066167145785,22.909425600526408,2,1,0
2021-03-01,368,BARC,8.142072307808283,24.050483657284623,2,1,0
2021-03-01,369,BARC,8.001493491205983,28.737275975853986,2,1,0
2021-03-01,370,BARC,8.592405544275126,36.21785209175235,2,1,0
2021-03-01,371,BARC,8.529012134167324,36.678806731391475,2,1,0
2021-03-01,372,BARC,7.933057515268254,41.38727402925299,2,1,0
2021-03-01,373,BARC,8.69894860386643,20.030959616511417,2,1,0
2021-03-01,374,BARC,8.70811150718559,25.387697426110268,2,1,0
2021-03-01,375,BARC,8.495503388668096,33.64106771643251,2,1,0
2021-03-01,376,BARC,8.388819834110741,32.30210123143391,2,1,0
2021-03-01,377,BARC,8.777780455235561,25.4425303016515,2,1,0
2021-03-01,378,BARC,8.865894111257122,12.756049643558928,2,1,0
2021-03-01,379,BARC,8.40657406441081,26.2846680447391,2,1,0
2021-03-01,380,BARC,8.596048444682813,16.665815587689522,2,1,0
2021-03-01,381,BARC,8.377948625938448,25.174364141096707,2,1,0
2021-03-01,382,BARC,8.494212451223794,40.37676838846432,2,1,0
2021-03-01,383,BARC,8.238029906215424,31.744193015579977,2,1,0
2021-03-01,384,BARC,8.164864242883347,23.170603494323245,2,1,0
2021-03-01,385,BARC,8.547855946329168,30.068912922013105,2,1,0
2021-03-01,386,BARC,8.619124675654785,23.911267235925582,2,1,0
2021-03-01,387,BARC,8.665089170791637,32.78916358061986,2,1,0
2021-03-01,388,BARC,8.784268111911837,32.30811701466751,2,1,0
2021-03-01,389,BARC,8.355588587179355,25.07771811145661,2,1,0
2021-03-01,390,BARC,8.07846413510311,38.50261481904026,2,1,0
2021-03-01,391,BARC,8.402801282435288,23.117998462393743,2,1,0
2021-03-01,392,BARC,8.504048803494333,43.4159396526101,2,1,0
2021-03-01,393,BARC,8.324966466695045,31.575387098419807,2,1,0
2021-03-01,394,BARC,8.501593168768933,45.33447077695887,2,1,0
2021-03-01,395,BARC,8.084652807295598,15.060165531699202,2,1,0
2021-03-01,396,BARC,8.874665383081627,22.07121181117246,2,1,0
2021-03-01,397,BARC,8.322735597018971,30.93422711981175,2,1,0
